Depth,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCELM,RT,PHIF,SAND_FLAG,SW,VSH
3237.2,8.6556,0.0336,86.3442,146.5437,75.9388,0.2444,6.8873,1.1282,1.1788,2.4778,37.0903,1.1377,1.0957,0.1099,0,1,0.5675
3237.3,8.6976,0.0511,86.1358,145.5811,75.6764,0.2373,6.9145,1.118,1.1741,2.5044,36.5929,1.124,1.0691,0.0939,0,1,0.5655
3237.4,8.6976,0.07,86.0332,144.0806,73.741,0.2337,6.9234,1.0976,1.1654,2.5229,35.7777,1.1163,1.0621,0.0826,0,1,0.5499
3237.5,8.6976,0.0761,85.7798,142.3907,73.6004,0.2334,6.8835,1.0948,1.173,2.5177,34.9625,1.0918,1.0218,0.0856,0,1,0.5487
3237.6,8.6976,0.0679,85.451,140.5426,75.1597,0.2345,6.8211,1.0842,1.1755,2.4943,34.1472,1.0818,1.017,0.0997,0,1,0.5612
3237.7,8.6973,0.056,85.1167,138.3278,75.8059,0.234,6.7647,1.0839,1.1673,2.4726,33.332,1.0878,1.0154,0.1128,0,1,0.5665
3237.8,8.6637,0.0499,84.6271,136.1449,75.5098,0.2331,6.7191,1.085,1.1724,2.4647,32.5168,1.0899,1.0273,0.1177,0,1,0.5642
3237.9,8.6637,0.0499,84.0395,134.0322,73.3726,0.2286,6.696,1.1074,1.1775,2.4677,31.7023,1.1018,1.0415,0.1158,0,1,0.547
3238,8.6637,0.0508,83.4207,132.3695,71.8986,0.225,6.7362,1.1398,1.1858,2.473,31.0101,1.1398,1.1114,0.1127,0,1,0.5353
3238.1,8.6637,0.0511,82.578,131.23,68.8992,0.2231,6.8489,1.1549,1.1877,2.4791,30.318,1.1821,1.1864,0.109,0,1,0.5115
3238.2,8.6637,0.0522,81.5834,130.5076,62.6319,0.2223,6.9382,1.1671,1.181,2.4863,29.6303,1.2054,1.2316,0.1047,0,1,0.4612
3238.3,8.6637,0.0552,80.8453,130.2639,60.5003,0.2207,6.8903,1.1967,1.1886,2.493,29.7004,1.2144,1.2326,0.1006,0,1,0.4441
3238.4,8.6637,0.0582,79.9157,130.0899,58.2861,0.2157,6.7035,1.2297,1.2043,2.4953,29.7705,1.217,1.2145,0.0992,0,1,0.4264
3238.5,8.6637,0.0576,78.814,129.9765,56.0269,0.2063,6.4992,1.2391,1.2136,2.4906,29.8403,1.2231,1.195,0.102,0,1,0.4083
3238.6,8.6637,0.0516,77.8097,129.5758,53.6736,0.1942,6.4282,1.2464,1.2104,2.4821,29.8421,1.23,1.1887,0.1072,0,1,0.3895
3238.7,8.664,0.0429,76.8479,129.0435,50.2321,0.1834,6.5494,1.2363,1.2164,2.4783,29.8439,1.246,1.2044,0.1095,0,1,0.362
3238.8,8.6976,0.0354,75.9331,128.366,46.3501,0.1748,6.8405,1.2386,1.2198,2.4883,29.8459,1.2692,1.2717,0.1036,0,1,0.3309
3238.9,8.6976,0.0302,75.1155,127.5016,43.4736,0.1717,7.2462,1.2398,1.2019,2.5132,29.8759,1.3409,1.4372,0.0886,0,1,0.3078
3239,8.6976,0.0276,74.2863,126.6327,43.4867,0.1709,7.6832,1.2026,1.1973,2.5491,29.9058,1.3584,1.5779,0.067,0,1,0.308
3239.1,8.6975,0.0295,73.4375,125.7713,41.4367,0.1734,8.025,1.268,1.2002,2.589,29.9356,1.2868,1.3685,0.043,0,1,0.2915
3239.2,8.6807,0.0378,72.8773,125.0575,41.2188,0.1832,8.1445,1.2143,1.1799,2.6252,29.9375,1.2665,1.2712,0.0211,0,1,0.2897
3239.3,8.6976,0.0497,72.4752,124.4693,41.768,0.1929,8.0463,1.2086,1.1846,2.6495,29.9395,1.2442,1.2824,0.02,0,1,0.2942
3239.4,8.6976,0.0577,72.2783,124.0612,40.9098,0.2029,7.8655,1.1197,1.1608,2.6565,29.9415,1.2287,1.3042,0.02,0,1,0.2873
3239.5,8.6976,0.0562,72.0751,123.9582,39.446,0.205,7.7568,1.0315,1.1237,2.6488,29.9432,1.2021,1.2896,0.02,0,1,0.2756
3239.6,8.6975,0.049,71.9498,124.0479,38.0498,0.1996,7.7715,1.0456,1.1231,2.6392,29.945,1.152,1.198,0.02,0,1,0.2645
3239.7,8.6805,0.0451,71.9857,124.4212,35.1423,0.1843,7.8429,1.0481,1.1058,2.6378,29.9468,1.1246,1.2029,0.02,0,1,0.2412
3239.8,8.664,0.0473,72.5441,125.154,34.3354,0.1737,7.8957,1.0309,1.0728,2.6437,29.9486,1.1384,1.3209,0.02,0,1,0.2346
3239.9,8.6973,0.0474,73.3211,126.0612,35.2384,0.1652,7.9998,1.0496,1.0734,2.648,29.9504,1.0392,1.1207,0.02,0,1,0.2419
3240,8.664,0.0385,74.3319,127.1894,36.101,0.1675,8.2923,1.1296,1.0678,2.6492,29.9522,0.93,0.8184,0.02,0,1,0.2489
3240.1,8.6975,0.0275,75.2919,128.3818,33.714,0.177,8.7896,0.9727,0.9948,2.6609,29.95,0.9421,0.8537,0.02,0,1,0.23
3240.2,8.6861,0.0344,76.073,129.5483,28.5848,0.1887,9.2235,0.7858,0.9414,2.6977,29.9477,0.9587,1.0081,0.02,0,1,0.1887
3240.3,8.664,0.0667,76.3368,130.5671,28.7526,0.1988,9.249,0.7252,0.9329,2.7483,29.9456,0.957,1.1041,0.02,0,1,0.1899
3240.4,8.6973,0.1081,76.3596,131.3621,31.8269,0.1988,8.7771,0.7341,0.9268,2.7769,29.9673,0.8946,0.9149,0.02,0,1,0.2144
3240.5,8.6637,0.1298,76.2253,131.9845,35.6188,0.1982,8.0076,0.7917,0.928,2.7472,29.9891,0.789,0.7075,0.02,0,1,0.2448
3240.6,8.6637,0.1165,75.8428,132.2593,37.8632,0.1924,7.3089,0.8066,0.9147,2.6609,30.0107,0.7669,0.715,0.02,0,1,0.2629
3240.7,8.6637,0.0824,75.789,132.2305,38.1935,0.188,6.9442,0.8417,0.9073,2.5669,30.0042,0.772,0.7519,0.0558,0,1,0.2655
3240.8,8.6637,0.0485,75.8653,131.9927,39.2691,0.1918,6.9153,0.8366,0.8968,2.5076,29.9977,0.7898,0.7842,0.0917,0,1,0.2743
3240.9,8.6637,0.0215,75.7315,131.427,36.1501,0.2058,7.1321,0.7714,0.8746,2.4893,29.9912,0.8591,0.9339,0.1029,0,1,0.2494
3241,8.6637,-0.0015,75.5805,130.8431,32.8698,0.2279,7.5661,0.6776,0.86,2.5029,29.9847,0.95,1.1248,0.0948,0,1,0.2229
3241.1,8.664,-0.0194,75.4212,130.2951,34.5605,0.2491,8.14,0.67,0.8824,2.5375,29.9783,0.9496,1.1585,0.074,0,1,0.2362
3241.2,8.6976,-0.0225,75.2863,130.1852,41.0878,0.2661,8.6712,0.8382,0.9485,2.5859,29.9719,0.8055,0.8158,0.0449,0,1,0.2885
3241.3,8.6973,-0.0054,75.5223,130.5312,45.7838,0.2731,8.9827,0.8734,0.9637,2.6406,29.9681,0.7093,0.5324,0.02,0,1,0.326
3241.4,8.6637,0.0238,76.0994,131.258,51.3492,0.273,9.0333,0.9058,1.0032,2.6903,29.9644,0.71,0.5144,0.02,0,1,0.3706
3241.5,8.6637,0.0509,77.803,132.6597,55.3143,0.2678,8.8674,0.9821,1.0192,2.7224,29.9607,0.8044,0.6872,0.02,0,1,0.4025
3241.6,8.6637,0.0647,79.6158,134.2653,55.8598,0.2696,8.5462,1.0157,1.0046,2.7264,29.9542,0.9506,1.034,0.02,0,1,0.4071
3241.7,8.6637,0.0631,81.525,136.0653,50.6004,0.2872,8.2048,0.9916,0.9886,2.7077,29.9477,1.1258,1.5239,0.02,0,1,0.3652
3241.8,8.6637,0.0494,82.0632,137.866,42.8155,0.3223,8.0383,1.0051,0.9996,2.6861,29.9414,1.2545,1.8264,0.02,0,1,0.3027
3241.9,8.6622,0.0323,82.0765,139.5859,39.6484,0.3638,8.2341,1.0363,1.0217,2.6885,29.9631,1.3623,1.9411,0.02,0,1,0.277
3242,8.4784,0.0264,81.5056,141.2049,42.8214,0.396,8.7935,0.9591,1.0194,2.7332,29.9848,1.3695,1.934,0.02,0,1,0.3022
3242.1,8.5794,0.0418,80.9731,142.4551,50.5157,0.3955,9.4435,0.9245,1.0271,2.8089,30.0064,1.3033,1.8467,0.02,0,1,0.3638
3242.2,8.6134,0.0676,80.7823,143.5098,58.2348,0.3744,9.9045,1.1679,1.086,2.8748,30,1.1936,1.4075,0.02,0,1,0.4259
3242.3,8.6637,0.0791,81.0461,144.3265,57.3709,0.3488,10.1551,1.3855,1.1299,2.8995,29.9935,1.1365,1.1602,0.02,0,1,0.4194
3242.4,8.6638,0.0634,81.0737,144.8874,48.7249,0.3396,10.3568,1.1691,1.0997,2.8915,29.9871,1.1388,1.1567,0.02,0,1,0.3501
3242.5,8.6805,0.0309,81.0513,145.4166,41.4066,0.3499,10.62,1.0453,1.08,2.8873,29.9806,1.1523,1.239,0.02,0,1,0.2914
3242.6,8.6721,0.0061,80.9885,145.9408,37.1836,0.3746,10.8711,1.0835,1.0938,2.9164,29.9741,1.1733,1.3677,0.02,0,1,0.2577
3242.7,8.664,0.0038,80.7308,146.5609,33.0723,0.4012,10.9876,0.9633,1.0927,2.9711,29.9676,1.2496,1.771,0.02,0,1,0.2243
3242.8,8.6976,0.0227,80.8129,147.2741,39.0261,0.4109,10.9272,0.8316,1.0459,3.0253,29.9611,1.2965,1.9624,0.02,0,1,0.2718
3242.9,8.6976,0.0473,81.6473,148.1418,47.906,0.3962,10.7872,0.9042,1.0746,3.0517,29.9547,1.0651,1.3219,0.02,0,1,0.3432
3243,8.6975,0.0614,82.2211,149.0989,48.1331,0.3664,10.6597,1.1147,1.1517,3.0371,29.9482,0.845,0.6784,0.02,0,1,0.3451
3243.1,8.6805,0.0565,82.5882,150.0331,46.3827,0.3376,10.5536,0.9736,1.1099,2.9857,29.9419,0.8713,0.7063,0.02,0,1,0.3312
3243.2,8.6637,0.0387,82.5908,150.8493,42.8808,0.3099,10.3995,0.9241,1.0979,2.9165,29.9355,0.9264,0.8528,0.02,0,1,0.3031
3243.3,8.664,0.0176,82.2411,150.9862,41.4159,0.2847,10.2307,0.9582,1.1061,2.8569,29.9292,0.9556,0.9349,0.02,0,1,0.2913
3243.4,8.6973,0.0022,81.4838,150.5877,42.5069,0.2702,10.1574,1.0352,1.1123,2.8334,29.9227,0.9668,0.9191,0.02,0,1,0.3001
3243.5,8.6637,0.0039,79.7803,149.1573,41.5165,0.2712,10.1853,1.1106,1.1294,2.8574,29.9162,0.9925,0.9621,0.02,0,1,0.2923
3243.6,8.6637,0.0357,78.6247,146.8709,38.7072,0.2803,10.0528,1.3357,1.163,2.913,29.9097,1.0798,1.1358,0.02,0,1,0.2698
3243.7,8.6637,0.0906,77.7642,144.2615,35.9553,0.2914,9.5371,1.4157,1.1952,2.9592,29.9314,1.2019,1.3458,0.02,0,1,0.2477
3243.8,8.664,0.1388,77.2061,141.7847,34.1345,0.3002,8.7518,1.2446,1.2006,2.9515,29.953,1.342,1.6213,0.02,0,1,0.2329
3243.9,8.6976,0.1493,77.0012,140.0499,38.5658,0.3028,8.0702,1.0486,1.1578,2.8747,29.9745,1.3666,1.7889,0.02,0,1,0.2681
3244,8.6973,0.1193,77.0778,138.8743,47.9901,0.3047,7.7367,1.1879,1.2033,2.7595,29.968,1.1838,1.394,0.02,0,1,0.3435
3244.1,8.6637,0.0776,77.7667,138.7814,57.0974,0.3018,7.7075,1.1738,1.2411,2.6644,29.9616,1.1241,1.1795,0.02,0,1,0.4166
3244.2,8.6637,0.0463,78.9554,138.8498,61.8553,0.2998,7.8546,1.0967,1.2503,2.6188,29.9551,1.1241,1.1288,0.0248,0,1,0.4546
3244.3,8.6637,0.0304,80.5042,138.997,66.4339,0.3024,8.1291,1.0669,1.2811,2.6175,29.9487,1.1257,1.1366,0.0257,0,1,0.4913
3244.4,8.6637,0.0273,82.4776,138.9222,69.1978,0.3103,8.4626,1.0772,1.3567,2.6395,29.9422,1.1059,1.0697,0.02,0,1,0.5136
3244.5,8.6637,0.0391,84.1021,138.5427,69.4442,0.3194,8.6765,1.186,1.442,2.6709,29.9358,1.0803,0.8591,0.02,0,1,0.5157
3244.6,8.6637,0.0622,85.4044,137.9294,66.2225,0.3219,8.6094,1.4744,1.6093,2.6966,29.9293,0.963,0.5805,0.02,0,1,0.49
3244.7,8.6637,0.0805,85.6135,137.3259,60.9466,0.3114,8.287,1.9879,1.7712,2.6963,29.9229,0.9243,0.5451,0.02,0,1,0.4474
3244.8,8.6637,0.0813,85.5555,136.668,64.2544,0.2869,7.9269,1.6102,1.7661,2.6683,29.9165,1.0179,0.7937,0.02,0,1,0.4737
3244.9,8.664,0.0697,85.2442,135.9532,72.0171,0.2549,7.6874,1.4161,1.6527,2.6316,29.9382,1.3296,1.3027,0.02,0,1,0.5361
3245,8.6973,0.0619,84.688,135.2068,72.8921,0.2225,7.5838,1.4547,1.6842,2.6085,29.9599,1.4944,1.5556,0.0237,0,1,0.3883
3245.1,8.6638,0.0639,84.1166,134.4021,61.7512,0.202,7.5521,1.4415,1.7724,2.5991,29.9809,1.5216,1.5434,0.029,0,1,0.3248
3245.2,8.675,0.068,83.5335,133.5416,47.3256,0.1847,7.525,1.5437,1.9132,2.5868,29.8938,1.4717,1.3074,0.036,0,1,0.2423
3245.3,8.6805,0.068,82.9719,133.0266,34.6935,0.1755,7.4239,1.7338,2.1188,2.5623,29.8067,1.4431,1.0971,0.0499,0,1,0.1699
3245.4,8.6637,0.0668,82.7007,132.846,28.3489,0.1664,7.1396,2.1778,2.3201,2.5271,29.7192,1.6218,1.2081,0.07,0,1,0.1336
3245.5,8.6637,0.07,82.8288,133.1006,24.4694,0.162,6.6309,2.4658,2.495,2.4812,29.5796,1.9338,1.7174,0.0962,0,0.9326,0.1113
3245.6,8.6637,0.0748,83.4289,134.1002,23.5423,0.1653,6.0158,2.4915,2.4349,2.4155,29.4401,2.3693,2.7259,0.1562,1,0.5329,0.106
3245.7,8.6637,0.0728,84.275,135.3891,22.0049,0.1746,5.5497,2.6867,2.537,2.3354,29.3005,2.9434,4.0641,0.1875,1,0.3932,0.0972
3245.8,8.6637,0.0632,85.4405,137.0164,20.9699,0.1851,5.345,2.9268,2.6903,2.2619,29.1609,3.4457,5.1241,0.2169,1,0.3198,0.0913
3245.9,8.6637,0.0524,86.6852,138.6859,21.1421,0.192,5.3251,3.3228,2.8985,2.2118,29.0214,4.1321,6.1728,0.237,1,0.2772,0.0922
3246,8.6637,0.0451,87.8889,140.2589,21.1768,0.1945,5.3646,3.7582,3.2164,2.1868,28.882,4.6806,6.8271,0.2466,1,0.2581,0.0924
3246.1,8.6637,0.0419,88.9761,141.6147,22.2163,0.1942,5.3827,4.0004,3.3988,2.1811,28.7721,5.0715,7.0876,0.2484,1,0.253,0.0983
3246.2,8.6637,0.0407,89.6901,142.5027,24.0208,0.1929,5.3461,4.396,3.6567,2.1848,28.6621,5.3731,7.3478,0.2467,1,0.2511,0.1087
3246.3,8.6637,0.0395,90.2371,143.0794,24.7329,0.191,5.2704,4.7712,3.9168,2.1907,28.5528,5.6838,7.4855,0.2439,1,0.2516,0.1128
3246.4,8.6637,0.0382,90.5906,143.1516,24.4355,0.1881,5.1942,5.2272,4.062,2.1955,28.5546,6.0524,7.5549,0.2411,1,0.2528,0.1111
3246.5,8.6637,0.0367,90.5098,142.7815,23.6481,0.1848,5.1451,5.8512,4.4857,2.1989,28.5565,6.5459,7.9347,0.2386,1,0.2495,0.1066
3246.6,8.6637,0.0353,90.2927,142.1909,22.9712,0.1823,5.1317,6.6107,4.8356,2.2014,28.5584,6.9802,8.218,0.2367,1,0.2472,0.1027
3246.7,8.6637,0.0348,90.0965,141.3532,23.3883,0.1809,5.1416,7.0075,5.111,2.2043,28.5604,7.3813,8.3788,0.2352,1,0.2466,0.1051
3246.8,8.6637,0.0353,89.8447,140.5331,23.8675,0.1805,5.1572,7.2472,5.2316,2.2075,28.5624,7.6953,8.5285,0.2339,1,0.246,0.1078
3246.9,8.6637,0.0366,89.5927,139.7608,22.9948,0.1802,5.1702,7.5864,5.6084,2.2103,28.5647,7.9428,8.7093,0.2328,1,0.2445,0.1028
3247,8.6637,0.0382,89.4422,139.1686,23.0341,0.1797,5.1853,7.9901,5.924,2.2121,28.6183,8.4879,9.1601,0.232,1,0.2402,0.1031
3247.1,8.6637,0.0394,89.2763,138.7431,22.1336,0.1792,5.2117,8.3351,6.3911,2.2119,28.6719,8.963,9.4868,0.2319,1,0.2366,0.0979
3247.2,8.6637,0.0405,89.0872,138.4322,21.2831,0.179,5.2547,8.5674,6.6428,2.2098,28.7259,9.3458,9.9376,0.2325,1,0.2315,0.0931
3247.3,8.6637,0.0415,88.8053,138.2925,20.9801,0.179,5.3012,8.7475,6.668,2.206,28.8404,9.7854,10.4436,0.2338,1,0.2258,0.0913
3247.4,8.6637,0.0416,88.539,138.2266,21.643,0.1787,5.3152,9.056,6.915,2.2009,28.9548,10.1873,10.846,0.2355,1,0.2214,0.0951
3247.5,8.6637,0.0396,88.2949,138.2168,21.1171,0.1772,5.2639,9.5049,7.3081,2.1948,29.0694,10.9283,11.9293,0.2369,1,0.2118,0.0921
3247.6,8.6637,0.0355,88.1731,138.2953,20.9776,0.1751,5.1466,9.8215,7.664,2.1885,29.2083,11.4567,12.8331,0.2383,1,0.2047,0.0913
3247.7,8.663,0.031,88.0984,138.3771,20.3043,0.1799,4.9977,9.8167,7.5729,2.1835,29.3473,11.7252,13.4061,0.2419,1,0.1986,0.0874
3247.8,8.5791,0.0287,88.0656,138.4594,21.2312,0.1819,4.8823,9.9632,7.703,2.1821,29.4861,11.8825,13.667,0.2432,1,0.1965,0.0928
3247.9,8.5794,0.0294,88.1446,138.4968,20.3416,0.1847,4.8514,9.8888,7.9699,2.1847,29.5969,11.9031,14.0214,0.2434,1,0.1941,0.0877
3248,8.613,0.0316,88.0577,138.4847,19.7737,0.1837,4.9214,9.8303,7.8927,2.1896,29.7078,11.9914,14.0549,0.2413,1,0.1951,0.0844
3248.1,8.613,0.033,87.8153,138.4254,18.9956,0.1824,5.0348,9.7029,8.0619,2.1947,29.8184,11.6828,13.7664,0.2391,1,0.198,0.08
3248.2,8.613,0.033,87.7385,138.3216,18.8534,0.1798,5.1117,9.5711,7.9328,2.1996,29.8929,11.4519,13.5919,0.2363,1,0.2007,0.0792
3248.3,8.613,0.0328,87.5726,138.1696,18.9054,0.1775,5.1099,9.4237,7.8493,2.2053,29.9674,10.9995,12.881,0.2335,1,0.207,0.0794
3248.4,8.6132,0.0336,87.3013,137.9614,20.6193,0.1759,5.0589,8.9532,7.522,2.2115,30.0415,10.7237,12.5138,0.2307,1,0.2118,0.0892
3248.5,8.6385,0.0347,86.9612,137.5246,21.1481,0.172,5.017,8.5054,7.3246,2.2165,30.0253,10.1963,11.7848,0.2274,1,0.2195,0.0923
3248.6,8.6637,0.0353,86.6026,137.0849,20.2286,0.1724,5.0074,8.2611,7.2056,2.2189,30.0092,9.6959,10.9676,0.2268,1,0.2263,0.087
3248.7,8.6637,0.0349,86.2245,136.6577,21.057,0.1736,5.0215,7.9204,7.1453,2.2188,29.9932,9.4464,10.5386,0.2273,1,0.2298,0.0918
3248.8,8.6637,0.0343,85.824,135.7233,20.1559,0.1745,5.0459,7.4558,6.8977,2.2191,30.004,8.9707,9.9781,0.2275,1,0.2346,0.0866
3248.9,8.6637,0.0333,85.3242,134.5443,19.0839,0.1741,5.0954,7.1082,6.6033,2.2231,30.0147,8.6703,9.5363,0.226,1,0.2399,0.0805
3249,8.6637,0.0312,84.6589,133.0533,19.0166,0.1722,5.1789,6.5621,6.4905,2.2333,30.0252,7.899,8.6838,0.2218,1,0.2528,0.0801
3249.1,8.6637,0.0285,83.7944,131.3505,19.6326,0.1694,5.2978,6.2061,5.9543,2.2536,30.0096,7.4025,8.0834,0.2137,1,0.2678,0.0836
3249.2,8.6637,0.0267,82.8252,129.733,20.1262,0.166,5.4312,5.9342,5.9794,2.2833,29.994,6.8611,7.5472,0.2022,1,0.2873,0.0864
3249.3,8.6637,0.0266,81.7118,128.3765,21.3769,0.1618,5.5543,5.5985,5.8412,2.3176,29.9779,6.3425,6.78,0.1888,1,0.3167,0.0934
3249.4,8.6637,0.0277,80.3067,127.0656,25.5164,0.1562,5.6568,5.4499,5.447,2.35,29.8867,5.9375,5.9741,0.1754,1,0.3544,0.1172
3249.5,8.6637,0.0293,78.8239,125.8367,26.7502,0.1504,5.7638,5.2725,5.4406,2.3769,29.7955,5.4266,5.2569,0.1639,1,0.3939,0.1243
3249.6,8.6633,0.032,77.3358,124.7931,26.3889,0.1461,5.8925,5.0285,5.3005,2.3988,29.7051,4.9973,4.6508,0.1546,1,0.4327,0.1223
3249.7,8.6134,0.0356,76.1877,123.8415,25.3462,0.1436,6.0264,4.8349,5.0785,2.4174,29.7532,4.7877,4.4643,0.1472,1,0.4562,0.1162
3249.8,8.6637,0.0397,75.2811,123.1094,25.8787,0.1418,6.1171,4.5871,4.9074,2.4333,29.8012,4.6811,4.312,0.1411,1,0.4785,0.1194
3249.9,8.6637,0.044,74.8087,123.0179,23.8045,0.1401,6.1499,4.267,4.6196,2.4465,29.8492,4.5182,4.4137,0.1358,1,0.4861,0.1075
3250,8.6637,0.049,74.7329,123.2604,23.8922,0.1434,6.1375,4.0568,4.1808,2.454,29.8973,4.195,4.0673,0.1325,1,0.5048,0.1054
3250.1,8.6633,0.0539,74.8896,123.715,23.9773,0.1467,6.1251,4.0179,4.1026,2.4614,29.9453,4.015,3.8859,0.1333,1,0.5195,0.1085
3250.2,8.6134,0.0567,75.3327,124.4834,23.6238,0.1492,6.1055,3.9103,3.9239,2.4593,29.9931,3.7872,3.6552,0.135,1,0.5274,0.1064
3250.3,8.6637,0.0557,75.8735,125.2525,23.7465,0.1547,6.0865,3.7514,3.7385,2.45,29.9849,3.7271,3.6502,0.1404,1,0.5123,0.1071
3250.4,8.6637,0.052,76.4454,125.9978,24.8042,0.1575,6.0622,3.5484,3.6584,2.4374,29.9767,3.6644,3.7261,0.1459,1,0.4942,0.1131
3250.5,8.6637,0.048,76.8795,126.5842,26.4144,0.1574,6.0298,3.3649,3.4288,2.427,29.9687,3.3961,3.4731,0.1494,1,0.5003,0.1223
3250.6,8.6633,0.046,77.0341,126.9678,27.501,0.158,5.9818,3.1845,3.2399,2.4229,29.989,3.0992,3.0162,0.1511,1,0.5264,0.1286
3250.7,8.613,0.0464,76.9722,127.2057,28.2256,0.1541,5.9196,3.1093,3.1627,2.4248,30.0094,2.9509,2.7884,0.1489,1,0.5503,0.1327
3250.8,8.6134,0.0485,76.5478,127.3013,30.1505,0.1498,5.8547,3.0333,3.0724,2.4298,30.0297,2.8568,2.6331,0.1455,1,0.5749,0.1437
3250.9,8.6633,0.05,76.1211,127.2113,29.3115,0.1434,5.8063,2.8857,2.9624,2.4323,30.023,2.7807,2.6216,0.142,1,0.5859,0.1389
3251,8.6134,0.0496,75.7053,126.9732,28.5025,0.1451,5.785,2.6531,2.766,2.4302,30.0163,2.6321,2.549,0.1434,1,0.5876,0.1343
3251.1,8.6637,0.0476,75.6037,126.7211,28.5762,0.1423,5.7931,2.5431,2.6768,2.4256,30.0096,2.5477,2.5317,0.1439,1,0.5879,0.1348
3251.2,8.6637,0.0456,75.5817,126.6106,27.4824,0.1442,5.8187,2.4797,2.5963,2.4232,30.0258,2.4993,2.5425,0.1454,1,0.5811,0.1285
3251.3,8.6637,0.0437,75.6404,126.6399,25.4648,0.1462,5.8447,2.4228,2.5263,2.4238,30.0419,2.4524,2.4996,0.146,1,0.5817,0.1168
3251.4,8.6637,0.0415,76.2018,127.0825,29.2243,0.1474,5.8461,2.3391,2.4495,2.4254,30.0578,2.4263,2.498,0.146,1,0.5851,0.1384
3251.5,8.6637,0.0395,76.7805,127.7099,28.8818,0.1478,5.8341,2.3063,2.3733,2.4264,30.0416,2.3468,2.4569,0.1458,1,0.5893,0.1365
3251.6,8.6637,0.0398,77.3689,128.5434,28.4765,0.1497,5.8475,2.2704,2.3025,2.4272,30.0253,2.2485,2.344,0.1463,1,0.5988,0.1341
3251.7,8.6637,0.0432,77.8421,129.27,29.6377,0.1554,5.9207,2.2181,2.2566,2.4285,30.0093,2.1976,2.2357,0.1481,1,0.6058,0.1408
3251.8,8.6637,0.0477,78.1649,129.9621,29.6843,0.1646,6.0486,2.1806,2.2452,2.4292,30.0201,2.1304,2.1331,0.1515,1,0.6068,0.1411
3251.9,8.6637,0.0509,78.2836,130.6139,29.2613,0.1745,6.1815,2.1417,2.2209,2.4291,30.0308,2.0995,2.0769,0.1555,1,0.6009,0.1385
3252,8.6637,0.052,78.0791,131.0053,31.8563,0.1803,6.2497,2.1047,2.1983,2.429,30.0414,2.0552,1.9973,0.1579,1,0.6056,0.1534
3252.1,8.6637,0.0521,77.7967,131.2415,33.6367,0.1788,6.2173,2.0679,2.2037,2.4297,30.0256,1.9934,1.8705,0.1571,1,0.626,0.1637
3252.2,8.6637,0.0521,77.4509,131.2665,32.9665,0.1715,6.1098,2.0768,2.1781,2.4299,30.0098,1.9557,1.7639,0.1541,1,0.6502,0.1599
3252.3,8.6637,0.0514,77.1932,131.2822,31.6815,0.1626,5.9908,2.12,2.1952,2.4271,29.9942,1.9385,1.7833,0.1515,1,0.6549,0.1525
3252.4,8.6637,0.0492,77.0191,131.2115,29.464,0.1555,5.8969,2.0882,2.1971,2.4217,30.0046,2.0402,1.9953,0.1505,1,0.6269,0.1398
3252.5,8.6637,0.0465,76.9894,130.9617,29.0132,0.1511,5.8308,1.9582,2.1529,2.4171,30.015,2.1245,2.2634,0.1503,1,0.5953,0.1372
3252.6,8.6637,0.0453,77.1619,130.8726,29.2922,0.1488,5.7816,2.0003,2.2162,2.4159,30.0252,2.0728,2.1394,0.1498,1,0.611,0.1388
3252.7,8.6637,0.0469,77.4672,130.8319,28.78,0.1479,5.742,2.0508,2.2772,2.4177,30.0091,2.0489,2.0248,0.1488,1,0.6276,0.1358
3252.8,8.6637,0.05,77.9906,130.8085,30.077,0.1482,5.7065,2.0664,2.2677,2.4191,29.993,2.0553,1.9548,0.1484,1,0.639,0.1432
3252.9,8.6637,0.0523,79.0222,130.8717,32.1196,0.1498,5.6557,2.0899,2.3143,2.4166,29.9771,2.0357,1.8769,0.1499,1,0.6466,0.1549
3253,8.6637,0.0534,80.1492,131.0271,32.7216,0.153,5.5664,2.1395,2.4111,2.4101,29.9878,2.009,1.7659,0.1534,1,0.6518,0.1584
3253.1,8.6637,0.055,80.998,131.4001,33.9168,0.1573,5.4437,2.2842,2.4779,2.3993,29.9986,2.0356,1.7363,0.1588,1,0.6403,0.1652
3253.2,8.6637,0.0582,81.3261,132.0047,34.6271,0.1621,5.3223,2.348,2.5313,2.3831,30.0091,2.1423,1.8992,0.1663,1,0.5965,0.1693
3253.3,8.6637,0.061,81.4383,132.6608,33.0391,0.1663,5.2373,2.3632,2.6073,2.3602,29.9943,2.3336,2.1502,0.1758,1,0.5423,0.1603
3253.4,8.6637,0.0597,81.6004,133.0853,29.5863,0.1684,5.2004,2.4444,2.6407,2.3313,29.9795,2.6194,2.5618,0.1866,1,0.4805,0.1406
3253.5,8.6637,0.0539,81.688,133.251,27.0713,0.1672,5.1969,2.5819,2.716,2.3015,29.9649,2.9636,3.3187,0.1963,1,0.4145,0.1262
3253.6,8.6637,0.0475,81.7897,133.2341,23.6088,0.1635,5.2077,2.7823,2.7932,2.2777,29.9771,3.2065,3.7371,0.203,1,0.3833,0.1064
3253.7,8.6637,0.0435,82.2587,132.9357,21.0143,0.1601,5.2064,3.0143,2.8747,2.2612,29.9894,3.3717,3.9348,0.2073,1,0.3683,0.0916
