Depth,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCELM,RT,PHIF,SAND_FLAG,SW,VSH
3284.8,8.6637,0.0424,89.6582,141.3062,50.1485,0.2117,5.6446,1.5219,1.5695,2.2629,29.9272,1.5971,1.6577,0.2274,1,0.5026,0.2578
3284.9,8.6637,0.0394,89.5033,141.2901,56.0439,0.2161,5.625,1.5118,1.5307,2.2652,29.9482,1.5035,1.4997,0.2284,1,0.5252,0.2914
3285,8.6637,0.0322,89.2772,141.5262,64.5734,0.219,5.6772,1.4257,1.529,2.2706,29.969,1.4505,1.3931,0.2277,1,0.5476,0.3402
3285.1,8.6637,0.0261,88.9623,141.8997,69.7016,0.2194,5.8064,1.4007,1.5296,2.285,29.9625,1.4242,1.3366,0.223,1,0.5695,0.3698
3285.2,8.6637,0.0255,88.5052,141.5974,68.3883,0.2176,5.9523,1.3827,1.5181,2.3092,29.956,1.3958,1.2977,0.214,1,0.5947,0.3624
3285.3,8.6637,0.0311,87.9425,140.7902,63.1355,0.2135,6.0629,1.3855,1.5027,2.3377,29.949,1.3786,1.2501,0.2026,1,0.6267,0.3325
3285.4,8.6637,0.0374,87.1842,139.037,54.6626,0.2068,6.1264,1.3942,1.5034,2.3582,29.8475,1.3587,1.2287,0.1928,1,0.6496,0.284
3285.5,8.6637,0.0377,86.6394,137.8774,48.5898,0.1978,6.1647,1.3239,1.4541,2.3636,29.746,1.3683,1.2674,0.1874,1,0.6515,0.2492
3285.6,8.6637,0.0345,86.2523,137.2175,45.178,0.1901,6.1865,1.147,1.4001,2.3642,29.6446,1.4134,1.5314,0.1841,1,0.6083,0.2296
3285.7,8.6637,0.0356,86.0741,137.7599,44.4147,0.1869,6.1629,1.2165,1.4061,2.3725,29.5324,1.3282,1.3008,0.1799,1,0.661,0.2252
3285.8,8.6637,0.0419,86.0373,139.1583,45.8627,0.1898,6.1007,1.2862,1.4284,2.3859,29.4201,1.2487,1.0626,0.1765,1,0.7304,0.2335
3285.9,8.6637,0.0485,86.1183,141.2035,44.8385,0.1957,6.044,1.303,1.412,2.3941,29.3079,1.2301,1.044,0.176,1,0.7364,0.2277
3286,8.6637,0.0515,86.3581,142.7683,44.4913,0.2001,6.0511,1.3432,1.4191,2.393,29.2035,1.2561,1.0952,0.1781,1,0.7152,0.2257
3286.1,8.6637,0.0517,86.6623,145.0542,42.2769,0.1998,6.1325,1.3858,1.4145,2.3868,29.099,1.2931,1.1444,0.1801,1,0.6946,0.2131
3286.2,8.6637,0.0512,87.0294,148.0037,39.5016,0.195,6.2343,1.3912,1.3909,2.3803,28.9945,1.3389,1.2549,0.1804,1,0.6658,0.1972
3286.3,8.6637,0.0518,87.6391,148.651,36.6786,0.1905,6.2765,1.3629,1.3672,2.3739,28.89,1.4056,1.4042,0.1808,1,0.6326,0.181
3286.4,8.6633,0.0539,88.3274,149.3086,38.111,0.1916,6.2086,1.3448,1.3458,2.3647,28.7856,1.4218,1.521,0.1844,1,0.604,0.1891
3286.5,8.6132,0.0572,89.0994,150.0041,39.9602,0.2035,6.0387,1.3423,1.343,2.3502,28.6814,1.3963,1.476,0.1941,1,0.589,0.1997
3286.6,8.6381,0.0587,89.5033,149.8776,41.1148,0.2123,5.8353,1.3333,1.3317,2.3288,28.6267,1.3708,1.403,0.2049,1,0.5774,0.2063
3286.7,8.6134,0.0554,89.8251,149.508,42.8272,0.2234,5.6818,1.3584,1.3347,2.3026,28.572,1.3298,1.3467,0.2184,1,0.5601,0.2161
3286.8,8.6637,0.0484,90.0654,148.8699,45.8992,0.2205,5.6249,1.3512,1.3401,2.2797,28.5175,1.3316,1.344,0.2251,1,0.5494,0.2337
3286.9,8.6637,0.0429,90.3273,147.7848,47.1446,0.2153,5.6363,1.3324,1.3404,2.2695,28.5195,1.3424,1.3652,0.2266,1,0.5439,0.2408
3287,8.6637,0.0428,90.5348,146.7883,47.3623,0.2107,5.6749,1.3179,1.369,2.2743,28.5215,1.3423,1.3551,0.2231,1,0.5522,0.2421
3287.1,8.6637,0.0468,90.6461,146.0411,46.0028,0.2109,5.7135,1.3145,1.3957,2.2862,28.5238,1.3214,1.2846,0.2191,1,0.5715,0.2342
3287.2,8.6637,0.051,90.7951,146.1746,47.8862,0.2151,5.7457,1.345,1.4337,2.2969,28.5774,1.3085,1.2451,0.2171,1,0.5842,0.245
3287.3,8.6637,0.0533,90.8879,146.3211,50.5133,0.2193,5.7724,1.3692,1.4565,2.3031,28.6309,1.3255,1.2404,0.2167,1,0.5879,0.2601
3287.4,8.6637,0.0536,90.847,146.1541,49.2133,0.2218,5.7808,1.3822,1.5019,2.305,28.6851,1.3563,1.2822,0.217,1,0.5784,0.2527
3287.5,8.6637,0.0519,90.5665,145.966,48.5455,0.223,5.767,1.4003,1.566,2.3034,28.8375,1.3983,1.3363,0.218,1,0.5661,0.2488
3287.6,8.6637,0.0495,90.1007,145.5306,50.9816,0.2246,5.7351,1.4571,1.6589,2.3,28.9899,1.3997,1.2853,0.2198,1,0.573,0.2627
3287.7,8.6637,0.0479,89.3063,144.4539,51.8846,0.2266,5.697,1.4528,1.697,2.2967,29.142,1.4277,1.2757,0.2218,1,0.5715,0.2679
3287.8,8.6633,0.0477,88.1507,142.6751,52.7921,0.2286,5.6946,1.4586,1.7754,2.2944,29.2214,1.4517,1.2887,0.2234,1,0.5665,0.2731
3287.9,8.6134,0.0471,86.6884,140.3443,53.2995,0.2333,5.7536,1.5154,1.8399,2.2934,29.3009,1.4912,1.2434,0.2256,1,0.5706,0.276
3288,8.6635,0.0441,84.5951,136.9379,52.4983,0.2325,5.8722,1.7868,2.0889,2.2961,29.3805,1.5424,1.1613,0.2244,1,0.589,0.2715
3288.1,8.6385,0.0396,81.9994,132.5225,51.4933,0.2222,6.0079,2.2433,2.3451,2.3074,29.4886,1.76,1.3641,0.2165,1,0.5669,0.2658
3288.2,8.6637,0.0377,79.1279,127.8966,48.6262,0.2051,6.0723,2.3917,2.4737,2.3304,29.5967,2.1206,1.7395,0.2018,1,0.541,0.2496
3288.3,8.6637,0.0422,75.989,124.2784,39.0152,0.1805,5.987,2.6774,2.5922,2.3573,29.7046,2.6899,2.9104,0.1827,1,0.468,0.1948
3288.4,8.6637,0.0511,74.0017,121.7835,25.8384,0.1561,5.76,2.8032,2.6934,2.3725,29.7849,3.5585,4.3661,0.1676,1,0.4173,0.1193
3288.5,8.6637,0.0583,72.9378,120.1031,18.3489,0.1383,5.4796,3.5002,3.042,2.3655,29.8651,5.2034,8.7706,0.1628,1,0.3173,0.0764
3288.6,8.6637,0.0586,73.8915,119.8356,15.2047,0.1295,5.2599,4.3263,3.4308,2.3384,29.9451,6.6152,12.7775,0.1685,1,0.2639,0.0584
3288.7,8.6637,0.0524,74.9301,120.292,13.8674,0.1268,5.1424,4.8878,3.5888,2.3065,29.9773,7.4227,15.3972,0.1784,1,0.2339,0.0507
3288.8,8.6637,0.0446,76.0564,121.2604,13.886,0.1258,5.1141,5.5347,3.9003,2.2852,30.0095,8.5559,18.4921,0.1854,1,0.2109,0.0508
3288.9,8.6637,0.0391,77.5241,122.6493,13.8131,0.1232,5.1326,6.3174,4.236,2.2792,30.0414,9.6016,22.6961,0.1864,1,0.1932,0.0504
3289,8.6633,0.0376,78.9783,124.26,11.3217,0.119,5.1638,7.5568,4.6753,2.2845,30.0253,11.9382,31.426,0.1829,1,0.1711,0.0362
3289.1,8.6134,0.0398,80.4161,126.0435,10.4483,0.1191,5.1886,9.0979,5.0976,2.2916,30.0091,14.9305,43.5377,0.1805,1,0.1511,0.0311
3289.2,8.6637,0.0445,81.7146,127.7561,10.3009,0.1173,5.2,10.5568,5.5391,2.2938,29.9932,17.6271,56.0109,0.179,1,0.1371,0.0303
3289.3,8.6635,0.0498,82.7529,129.5812,10.2458,0.1238,5.1933,11.9468,6.4149,2.2847,30.0039,21.0456,63.2899,0.1847,1,0.1274,0.03
3289.4,8.6385,0.053,83.5371,131.5098,10.1719,0.1324,5.1764,13.9235,7.1164,2.2646,30.0147,24.5298,69.7181,0.195,1,0.1176,0.0295
3289.5,8.6637,0.0523,83.8005,132.8923,10.8667,0.1388,5.1589,17.6319,8.0627,2.2379,30.0252,31.5407,83.3838,0.2067,1,0.1047,0.0335
3289.6,8.6637,0.0488,83.9994,134.0519,10.7569,0.1415,5.1491,21.3093,9.5091,2.2128,30.0093,37.0535,92.9871,0.2165,1,0.0967,0.0329
3289.7,8.6637,0.0441,84.1312,134.9579,10.9757,0.1414,5.1383,24.0533,10.0498,2.1949,29.9933,41.4778,96.2802,0.2226,1,0.0934,0.0342
3289.8,8.6637,0.0398,84.0623,135.2346,10.7612,0.14,5.1143,27.2052,10.2826,2.1854,29.9776,44.9513,103.7411,0.2253,1,0.0897,0.0329
3289.9,8.6637,0.0376,83.8982,135.3208,10.9432,0.139,5.0806,30.8196,11.4998,2.1839,29.9935,49.8054,113.2148,0.2254,1,0.0866,0.034
3290,8.6637,0.0381,83.6187,135.1974,10.4329,0.1394,5.0482,36.5607,12.8988,2.1881,30.0095,58.5346,124.1161,0.2241,1,0.0837,0.031
3290.1,8.6637,0.0404,83.2906,134.9176,10.6906,0.1408,5.0213,43.0535,14.2399,2.1937,30.0252,66.0632,126.9266,0.2228,1,0.0833,0.0325
3290.2,8.6637,0.0423,82.996,134.6468,11.5838,0.1422,4.9968,47.5147,15.0867,2.1966,30.0038,71.9496,134.6995,0.2223,1,0.0815,0.0376
3290.3,8.6637,0.0428,82.7709,134.4248,11.7486,0.1424,4.9801,54.2021,15.6295,2.1958,29.9823,80.1482,129.1472,0.2227,1,0.0829,0.0386
3290.4,8.6637,0.0427,82.7044,134.1068,10.5802,0.1414,4.9856,60.8509,16.7779,2.1933,29.961,84.2207,129.8895,0.2231,1,0.0824,0.0319
3290.5,8.6637,0.0425,82.6865,133.7851,9.5078,0.1394,5.0092,71.6075,19.4215,2.1912,29.9756,84.6753,126.1569,0.2231,1,0.0834,0.0257
3290.6,8.6637,0.0423,82.7078,133.4938,9.9306,0.1373,5.0447,76.2134,18.8879,2.1903,29.9903,93.7279,129.4996,0.2225,1,0.0826,0.0281
3290.7,8.6637,0.0418,82.7597,133.1196,10.7043,0.1356,5.0843,86.1837,20.742,2.1903,30.0043,91.9862,125.4046,0.2219,1,0.084,0.0326
3290.8,8.6637,0.0416,82.7908,132.7942,10.4345,0.1346,5.1233,89.5613,22.546,2.1922,29.918,88.7386,125.7432,0.2208,1,0.0842,0.0311
3290.9,8.6637,0.042,82.7462,132.6554,10.5449,0.1351,5.1506,99.5046,23.3362,2.196,29.8316,89.5454,122.1862,0.2197,1,0.0855,0.0317
3291,8.6637,0.0432,82.7834,132.2969,10.3439,0.1372,5.1538,110.5365,24.4631,2.2006,29.7464,91.6649,119.6149,0.219,1,0.0864,0.0305
3291.1,8.6637,0.0447,82.8321,131.9946,10.7469,0.1401,5.1419,119.9282,26.978,2.2046,29.8437,89.5774,112.8529,0.2187,1,0.0886,0.0328
3291.2,8.6637,0.0459,82.8234,132.1448,11.3099,0.1416,5.1307,119.34,23.1507,2.2068,29.9409,96.4046,114.7002,0.2186,1,0.0881,0.0361
3291.3,8.6633,0.0466,82.7834,131.9485,11.309,0.1431,5.1208,116.0515,29.0693,2.2076,30.0376,90.3834,118.8077,0.2189,1,0.0868,0.0361
3291.4,8.6134,0.0465,82.7147,131.5887,11.2232,0.139,5.0995,129.649,24.5625,2.2074,30.0309,96.4255,116.8923,0.2174,1,0.0878,0.0355
3291.5,8.6637,0.0455,82.5764,131.1723,11.7964,0.1325,5.0606,108.4408,25.9505,2.2069,30.0242,93.4242,119.8019,0.2149,1,0.0877,0.0388
3291.6,8.6637,0.0441,82.6294,130.8608,11.5236,0.1313,5.0168,106.0084,27.1851,2.2066,30.0176,88.7728,117.5492,0.2145,1,0.0885,0.0373
3291.7,8.6637,0.0427,82.7771,130.6573,10.9692,0.1317,4.9848,84.159,22.917,2.2062,30.0365,94.5967,122.509,0.2148,1,0.0869,0.0341
3291.8,8.6637,0.0414,82.8671,130.7973,10.1015,0.1317,4.971,88.9406,23.4618,2.2058,30.0554,90.3162,116.2512,0.215,1,0.0886,0.0292
3291.9,8.6637,0.0407,83.0365,130.9372,9.9217,0.1308,4.9672,74.8963,24.5191,2.2058,30.0741,86.3773,118.4326,0.2146,1,0.088,0.0281
3292,8.6637,0.0411,83.2501,131.0523,9.8189,0.1298,4.9667,69.2655,24.4551,2.2073,30.0524,80.1088,109.6297,0.2137,1,0.0912,0.0275
3292.1,8.6637,0.0422,83.3688,130.8926,10.2029,0.1293,4.9741,56.2883,21.5886,2.2095,30.0308,77.5452,109.6176,0.2127,1,0.0915,0.0297
3292.2,8.6637,0.0432,83.3323,130.7616,10.799,0.1293,4.9818,51.7134,23.5821,2.2106,30.0093,70.3199,108.1871,0.2124,1,0.0922,0.0332
3292.3,8.6637,0.0435,83.1746,130.6578,9.4962,0.1293,4.9761,49.1874,21.5608,2.2103,30.0201,67.8617,103.1642,0.2125,1,0.0938,0.0257
3292.4,8.6637,0.0432,83.1247,130.6736,9.4764,0.1295,4.9425,43.8209,20.483,2.2083,30.0308,65.5608,102.8934,0.2132,1,0.0937,0.0256
3292.5,8.6633,0.0426,83.099,130.9045,10.0474,0.1312,4.8847,38.6827,18.3302,2.2044,30.0414,63.357,100.1446,0.2152,1,0.0941,0.0288
3292.6,8.6134,0.0413,83.0968,131.345,9.9905,0.1373,4.8212,35.2074,18.7649,2.1983,30.0253,54.5157,93.4508,0.2198,1,0.0953,0.0285
3292.7,8.6637,0.039,83.1016,131.7211,9.4617,0.1374,4.7744,29.8607,16.2251,2.1901,30.0093,48.9237,85.4727,0.2226,1,0.0978,0.0255
3292.8,8.6633,0.0367,83.0729,132.0427,10.3941,0.1429,4.7597,26.7366,16.7544,2.1823,29.9934,43.1989,78.0861,0.2275,1,0.0999,0.0308
3292.9,8.6132,0.035,83.0033,132.2988,11.493,0.1434,4.7688,24.416,15.6244,2.1771,30.0095,39.4477,69.0896,0.2295,1,0.1045,0.0371
3293,8.6385,0.0345,82.7652,132.2535,11.0958,0.1397,4.7767,21.0068,13.9594,2.1749,30.0256,36.6529,63.7925,0.2288,1,0.1081,0.0348
3293.1,8.6633,0.0343,82.5216,132.0677,10.7673,0.1432,4.7629,18.5626,13.6656,2.1741,30.0414,31.9025,55.0514,0.2304,1,0.1142,0.033
3293.2,8.613,0.0338,82.2865,131.7121,10.788,0.1441,4.7364,16.4586,13.648,2.1736,30.0199,27.9665,46.1027,0.231,1,0.1225,0.0331
3293.3,8.613,0.0331,81.8658,131.3824,11.1206,0.1449,4.7299,14.9573,11.9034,2.1743,29.9984,24.9773,37.2248,0.2311,1,0.1337,0.0349
3293.4,8.6132,0.0335,81.3856,130.8764,12.211,0.1452,4.7783,13.7679,11.4584,2.1774,29.9771,21.9728,32.2164,0.2301,1,0.1425,0.0412
3293.5,8.6385,0.0357,80.8416,130.0536,12.3475,0.1419,4.8741,12.9042,11.4718,2.1835,29.988,18.9155,28.4838,0.2267,1,0.1515,0.042
3293.6,8.6637,0.0389,80.1,129.0604,11.3937,0.142,4.9757,11.3947,10.2071,2.1904,29.9989,16.4271,24.268,0.2244,1,0.1628,0.0365
3293.7,8.6637,0.0412,79.2071,127.7859,11.2697,0.1415,5.0468,10.3499,9.6311,2.1959,30.0096,14.6926,20.8979,0.2223,1,0.1743,0.0358
3293.8,8.6635,0.0414,78.0724,125.9767,10.6493,0.1397,5.0741,9.3146,9.4692,2.1989,29.9934,12.6307,17.3178,0.2205,1,0.1891,0.0322
3293.9,8.6381,0.0396,77.2623,124.5799,11.7059,0.1402,5.0533,8.2883,8.5397,2.2007,29.9772,10.7412,13.7573,0.2201,1,0.2081,0.0383
3294,8.613,0.0366,76.6621,123.4905,11.4615,0.1365,5.0152,7.1484,8.2904,2.205,29.9613,7.8277,7.1035,0.2172,1,0.2753,0.0369
3294.1,8.613,0.0322,76.399,122.9429,11.567,0.1312,5.0152,6.6493,8.3279,2.2151,29.9719,5.2868,3.7623,0.2117,1,0.3643,0.0375
3294.2,8.6134,0.026,76.3176,122.9331,12.498,0.1239,5.1046,6.7825,7.8753,2.2336,29.9825,5.1611,3.9743,0.2024,1,0.369,0.0428
3294.3,8.6637,0.021,76.3521,123.1958,14.7096,0.114,5.282,6.3832,7.6462,2.2631,29.993,5.809,5.1043,0.1884,1,0.3525,0.0553
3294.4,8.6637,0.0227,76.5721,123.7585,19.0404,0.1113,5.4762,6.1893,7.6326,2.3018,29.9769,6.3194,5.8861,0.174,1,0.3549,0.0801
3294.5,8.6637,0.0338,76.8404,124.7766,23.5208,0.1156,5.5723,6.1133,7.1534,2.3409,29.9608,6.6213,6.618,0.1622,1,0.3587,0.1058
3294.6,8.6633,0.0493,77.2007,126.0755,25.1547,0.1261,5.5207,4.965,5.3526,2.3666,29.9427,5.6391,6.566,0.1576,1,0.3687,0.1151
3294.7,8.613,0.0595,77.8998,127.7513,27.5971,0.1418,5.3652,4.888,5.1524,2.3668,29.5781,5.3814,6.0487,0.1637,1,0.3714,0.1291
3294.8,8.6134,0.0584,78.8496,129.4108,29.3483,0.1511,5.2103,4.7893,5.1118,2.3424,29.2135,5.0812,5.4712,0.1758,1,0.3672,0.1391
3294.9,8.6637,0.0499,79.9227,130.9926,31.6141,0.153,5.1581,4.6874,4.9632,2.3121,28.8519,4.8644,4.9859,0.187,1,0.3648,0.1521
3295,8.6635,0.043,80.8926,132.0949,32.3997,0.1552,5.2141,4.6194,5.0298,2.2957,29.0059,4.5661,4.5473,0.1936,1,0.3693,0.1565
3295.1,8.6381,0.0426,81.6093,132.8415,35.0439,0.1589,5.3063,4.4768,4.8445,2.2976,29.1598,4.3707,4.243,0.1944,1,0.3798,0.1717
3295.2,8.6132,0.0469,82.146,133.3669,33.0608,0.1588,5.3653,4.3382,4.7658,2.3073,29.3138,4.2308,4.1029,0.1911,1,0.3894,0.1605
3295.3,8.6381,0.0517,82.5734,134.1091,28.9115,0.1592,5.3568,4.1122,4.6207,2.3136,29.4678,4.1993,4.2407,0.189,1,0.3854,0.1367
3295.4,8.613,0.0538,82.8164,134.4709,28.2558,0.1602,5.2825,3.9826,4.4797,2.3099,29.6218,4.1407,4.2825,0.1907,1,0.381,0.1329
3295.5,8.613,0.0518,82.9067,134.5267,28.8619,0.1618,5.1758,3.9689,4.5115,2.2966,29.7754,4.0128,4.0985,0.1959,1,0.3803,0.1363
3295.6,8.613,0.0465,82.9473,134.7582,30.1131,0.1641,5.0973,3.9529,4.4421,2.2795,29.8535,3.953,3.9689,0.2026,1,0.376,0.1434
3295.7,8.613,0.0405,82.9884,134.7885,32.5263,0.1675,5.0829,3.9229,4.4511,2.2662,29.9317,3.9264,3.9442,0.2086,1,0.3698,0.1572
3295.8,8.613,0.0352,83.0317,134.6223,34.8728,0.1715,5.1199,4.1067,4.5919,2.2604,30.0094,4.0954,4.0779,0.2122,1,0.3609,0.1707
3295.9,8.6134,0.0319,83.2727,134.8136,36.4245,0.1741,5.1687,4.2713,4.6507,2.2631,30.0201,4.2238,4.1493,0.2123,1,0.3588,0.1795
3296,8.6633,0.031,83.4494,135.1116,38.3405,0.174,5.1983,4.1867,4.6622,2.2721,30.0309,4.1998,4.1962,0.2092,1,0.3621,0.1904
3296.1,8.613,0.0333,83.5426,135.5295,40.688,0.172,5.2219,4.0348,4.5251,2.2855,30.0414,4.2146,4.3043,0.2038,1,0.3665,0.204
3296.2,8.613,0.0387,83.586,136.2687,39.3484,0.1705,5.2601,3.9686,4.5074,2.2994,30.0253,4.1109,4.1761,0.1984,1,0.3782,0.1963
3296.3,8.613,0.0451,83.646,136.9537,39.3776,0.1698,5.3126,3.9276,4.4015,2.3096,30.0091,3.986,3.989,0.1946,1,0.3912,0.1964
3296.4,8.613,0.0503,83.7389,137.5222,41.0501,0.1698,5.3625,3.8971,4.4522,2.3143,29.9932,3.9315,3.9595,0.193,1,0.3957,0.2059
3296.5,8.6134,0.0529,84.1459,138.0382,44.5318,0.1669,5.387,3.8332,4.3165,2.3138,30.0039,3.9436,3.9875,0.192,1,0.3978,0.2259
3296.6,8.6633,0.0532,84.5709,138.501,45.7554,0.1683,5.3829,3.7921,4.3529,2.3103,30.0147,3.9068,3.953,0.1938,1,0.397,0.2328
3296.7,8.613,0.0523,84.9524,138.8817,47.4124,0.1743,5.3616,3.798,4.375,2.3061,30.0252,3.9053,3.9426,0.1976,1,0.3921,0.2423
3296.8,8.613,0.0514,85.3999,139.2181,48.8387,0.1778,5.3476,3.7785,4.3338,2.3028,30.0092,3.9082,3.9314,0.2002,1,0.3894,0.2506
3296.9,8.613,0.0507,85.8134,139.5564,47.4929,0.1812,5.3463,3.7513,4.3184,2.3001,29.9931,3.8823,3.893,0.2024,1,0.3869,0.2429
3297,8.613,0.0497,86.1233,139.9188,45.9352,0.1842,5.3471,3.7288,4.2767,2.2966,29.9772,3.8506,3.8244,0.2048,1,0.3855,0.234
3297.1,8.613,0.0485,86.5384,140.2706,44.6102,0.187,5.3343,3.7147,4.2779,2.2918,29.9879,3.8094,3.7714,0.2076,1,0.3831,0.2263
3297.2,8.613,0.0478,86.977,140.5885,44.9612,0.1899,5.3135,3.6942,4.2638,2.2867,29.9986,3.792,3.7811,0.2105,1,0.3787,0.2283
3297.3,8.613,0.0472,87.3987,140.8204,44.9617,0.1927,5.307,3.6448,4.1694,2.2827,30.0091,3.793,3.7763,0.213,1,0.3754,0.2283
3297.4,8.613,0.0467,87.6173,141.0958,45.2372,0.1957,5.3233,3.6129,4.1509,2.2805,29.993,3.7244,3.6708,0.215,1,0.3772,0.2299
3297.5,8.613,0.046,87.6425,141.2682,45.9114,0.1984,5.3438,3.6061,4.1774,2.2808,29.9769,3.6764,3.5207,0.2159,1,0.3826,0.2338
3297.6,8.6134,0.0452,87.2282,141.0081,44.7003,0.2012,5.3511,3.6254,4.199,2.2832,29.961,3.5631,3.3111,0.2162,1,0.3914,0.2268
3297.7,8.6637,0.0451,86.6095,140.438,46.3139,0.2009,5.3513,3.643,4.2281,2.2877,29.9784,3.4408,3.1007,0.2146,1,0.4052,0.2361
3297.8,8.6637,0.0454,85.8558,139.6033,46.3279,0.2027,5.3642,3.6022,4.2067,2.2931,29.9958,3.3894,2.9632,0.2134,1,0.4144,0.2362
3297.9,8.6637,0.0451,84.8933,138.1542,46.0626,0.2011,5.3972,3.6061,4.2017,2.2975,30.0131,3.3068,2.7799,0.2113,1,0.4286,0.2347
3298,8.6637,0.0436,83.9073,136.5557,45.8224,0.1952,5.4511,3.6629,4.2422,2.3013,30.0062,3.27,2.7267,0.2077,1,0.4378,0.2333
3298.1,8.6637,0.0414,82.8779,134.8458,44.2917,0.1857,5.5144,3.7436,4.2222,2.3064,29.9993,3.3743,2.8364,0.2022,1,0.4392,0.2246
3298.2,8.6637,0.0404,81.6304,132.9392,43.3192,0.1759,5.5782,3.7857,4.2172,2.3163,29.9925,3.5714,3.1556,0.1948,1,0.4322,0.219
3298.3,8.6633,0.042,80.3034,131.4763,42.9996,0.1688,5.6326,3.7764,4.1751,2.3313,30.0129,3.7767,3.5334,0.1868,1,0.4262,0.2171
3298.4,8.6134,0.0453,78.9804,130.3647,42.8059,0.1679,5.6682,3.8201,4.206,2.3474,30.0332,3.8875,3.799,0.1809,1,0.4239,0.216
3298.5,8.6633,0.0485,78.3816,129.8447,43.1377,0.1624,5.675,3.9587,4.213,2.3602,30.0534,3.954,3.9031,0.1743,1,0.4318,0.218
3298.6,8.6134,0.0497,77.9917,129.7176,41.1692,0.1602,5.6611,4.0358,4.2183,2.3662,30.044,4.0592,4.0454,0.1714,1,0.43,0.2067
3298.7,8.6637,0.0488,77.7824,129.9167,40.4158,0.1571,5.6444,4.1291,4.2515,2.3669,30.0346,4.1162,4.0922,0.1699,1,0.4304,0.2023
3298.8,8.6633,0.0469,77.8036,130.0718,41.8541,0.1528,5.6325,4.3399,4.299,2.366,30.0254,4.1047,3.9779,0.1685,1,0.4391,0.2106
3298.9,8.6134,0.0458,77.7833,130.4175,42.2401,0.1472,5.6329,4.5581,4.4246,2.3661,30.0362,4.1088,3.9135,0.1662,1,0.447,0.2128
3299,8.6637,0.0463,77.7213,130.952,42.1404,0.1416,5.6438,4.532,4.3528,2.3677,30.047,4.222,4.1975,0.1634,1,0.4401,0.2122
3299.1,8.6637,0.048,77.7137,131.0892,41.6663,0.1369,5.6558,4.4597,4.3403,2.37,30.0576,4.4452,4.6838,0.1608,1,0.4261,0.2097
3299.2,8.6637,0.0507,77.7581,131.1488,37.5885,0.1338,5.6512,4.4611,4.328,2.372,30.0415,4.767,5.4621,0.1588,1,0.4017,0.1864
3299.3,8.6637,0.0538,77.8639,131.1278,33.4021,0.1318,5.6136,4.4466,4.3183,2.371,30.0253,5.1635,6.4801,0.1583,1,0.3734,0.1624
3299.4,8.6633,0.0555,77.9143,131.0883,29.7066,0.1302,5.5544,4.4168,4.3734,2.3649,30.0093,5.4088,7.0401,0.1598,1,0.3566,0.1412
3299.5,8.613,0.0543,78.1702,131.1539,27.6617,0.1317,5.5168,4.4266,4.3268,2.356,30.0201,5.4833,7.0721,0.1634,1,0.3489,0.1295
3299.6,8.613,0.0509,78.7411,131.3804,26.5903,0.1304,5.508,4.456,4.4063,2.3492,30.0308,5.3866,6.8329,0.1653,1,0.3503,0.1234
3299.7,8.613,0.0464,79.7073,131.942,25.8239,0.1311,5.5066,4.4475,4.3907,2.346,30.0414,5.2898,6.4831,0.1667,1,0.3553,0.119
3299.8,8.613,0.0423,80.7935,132.7641,26.5116,0.1363,5.5007,4.4145,4.4309,2.3442,30.0253,5.1934,6.2127,0.1693,1,0.3575,0.1229
3299.9,8.613,0.041,81.9942,133.9761,26.8546,0.1473,5.5116,4.3981,4.4265,2.3431,30.0092,5.0922,5.9043,0.1741,1,0.3574,0.1247
3300,8.6134,0.0451,82.9456,135.5686,31.0516,0.162,5.5509,4.4375,4.4725,2.3439,29.9932,4.8878,5.3654,0.1797,1,0.3646,0.1487
3300.1,8.6637,0.0533,83.8245,137.3057,35.4568,0.1748,5.5858,4.3656,4.449,2.3453,30.004,4.612,4.7676,0.1843,1,0.3773,0.1739
3300.2,8.6633,0.0607,84.655,139.1848,38.7474,0.188,5.5675,4.2408,4.4766,2.341,30.0147,4.4087,4.5081,0.1911,1,0.377,0.1928
3300.3,8.613,0.0626,85.2879,140.3597,40.045,0.1992,5.4969,4.3482,4.5334,2.326,30.0252,4.373,4.3194,0.2007,1,0.37,0.2003
3300.4,8.613,0.0585,85.827,141.1122,38.0409,0.2012,5.4405,4.4134,4.6383,2.305,30.0091,4.3054,4.2123,0.2087,1,0.3619,0.1888
3300.5,8.613,0.0523,86.2538,141.2222,38.8143,0.1973,5.4452,4.3056,4.5848,2.2867,29.993,4.25,4.1167,0.2135,1,0.3593,0.1932
3300.6,8.613,0.0468,86.2197,140.7754,39.1346,0.1911,5.4884,4.2024,4.6066,2.2761,29.9771,4.1857,4.0528,0.2147,1,0.3602,0.1951
3300.7,8.6134,0.0424,86.0073,140.0468,39.2041,0.1813,5.5206,4.2165,4.6171,2.2718,29.9878,4.1587,3.9981,0.2122,1,0.3655,0.1955
3300.8,8.6637,0.0392,85.7586,139.0294,38.837,0.1756,5.5191,4.2239,4.5352,2.2715,29.9986,4.1934,4.0649,0.21,1,0.3658,0.1934
3300.9,8.6637,0.0378,85.4741,138.2345,38.7227,0.1711,5.499,4.243,4.5575,2.2745,30.0091,4.2707,4.1872,0.2072,1,0.3651,0.1927
3301,8.6637,0.0394,85.2108,137.6157,38.0152,0.1688,5.4939,4.2549,4.5803,2.2801,29.9931,4.3881,4.3478,0.2043,1,0.3631,0.1886
