Depth,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCELM,RT,PHIF,KLOGH,SAND_FLAG,SW,VSH
3429.2,8.625,0.049,90.1318,,75.1558,,6.4269,2.1225,1.3412,,27.4029,,,,,0,0.6187,1
3429.3,8.625,0.0409,90.2611,184.6437,71.3661,,,1.936,1.2639,,27.3883,2.3534,,,,0,,
3429.4,8.625,0.049,90.1318,185.7102,75.1558,0.3147,6.4269,2.1225,1.3412,2.4477,27.4029,2.4395,3.3667,0.1279,0.001,0,0.6187,1
3429.5,8.625,0.0409,90.2611,184.6437,71.3661,0.3038,6.4736,1.936,1.2639,2.4529,27.3883,2.3534,3.2573,0.1248,0.001,0,0.6446,0.9452
3429.6,8.625,0.03,90.3901,183.5783,65.6189,0.2948,6.6287,1.4981,1.1641,2.4649,27.3737,1.7891,2.3957,0.1176,0.001,0,0.7973,0.8582
3429.7,8.625,0.0201,90.4287,182.9737,58.8824,0.2886,6.9422,1.6309,1.2523,2.4882,27.3786,1.1735,1.318,0.1036,0.001,0,1,0.756
3429.8,8.625,0.0158,90.4576,182.4185,53.5104,0.2839,7.3736,1.314,1.2284,2.5251,27.3835,0.8564,0.5944,0.0813,0.001,0,1,0.6745
3429.9,8.6251,0.0216,90.4861,181.8643,52.2706,0.279,7.7945,0.8605,1.1326,2.5731,27.3882,0.8282,0.5254,0.0524,0.001,0,1,0.6557
3430,8.6719,0.0361,90.3586,181.7243,50.2996,0.271,8.0856,0.9057,1.117,2.6224,27.3269,0.7496,0.5553,0.0227,0.001,0,1,0.6259
3430.1,8.6718,0.0544,90.2048,181.6544,47.1567,0.2676,8.1732,1.0736,1.1538,2.6581,27.2655,0.6222,0.3545,0.02,0.001,0,1,0.5782
3430.2,8.6251,0.0705,90.0509,181.5846,46.2145,0.2693,8.1418,0.9377,1.2577,2.6747,27.2045,0.4906,0.2215,0.02,0.0012,0,1,0.5639
3430.3,8.6719,0.0791,89.8306,181.5517,44.8912,0.2797,8.1065,0.7058,1.3231,2.6727,27.2783,0.4322,0.1892,0.02,0.0018,0,1,0.5438
3430.4,8.6719,0.0781,89.5945,181.5276,44.1483,0.2955,8.1548,0.5662,1.3425,2.6615,27.3521,0.3911,0.2286,0.02,0.0023,0,1,0.5326
3430.5,8.6719,0.065,89.3579,181.5035,44.0716,0.3091,8.3079,0.694,1.2626,2.6483,27.4256,0.3862,0.3115,0.02,0.0024,0,1,0.5314
3430.6,8.6719,0.0432,88.9079,181.4692,44.7965,0.3153,8.5186,0.7684,1.1341,2.6409,27.4033,0.4252,0.3755,0.02,0.0019,0,1,0.5423
3430.7,8.6718,0.0183,88.3903,181.4316,46.7487,0.3155,8.8069,0.6438,0.9425,2.6467,27.3809,0.5359,0.5049,0.02,0.001,0,1,0.5719
3430.8,8.6251,-0.0024,87.8727,181.3939,48.8029,0.318,9.1856,0.5679,0.8697,2.6682,27.3585,0.6324,0.5813,0.02,0.001,0,1,0.6029
3430.9,8.6485,-0.0131,87.385,181.317,51.765,0.3174,9.6201,0.553,0.8594,2.7055,27.2976,0.6504,0.6198,0.02,0.001,0,1,0.6479
3431,8.6718,-0.0131,86.9092,181.2241,53.9384,0.3222,9.9841,0.5084,0.8457,2.7514,27.2366,0.6467,0.6461,0.02,0.001,0,1,0.6807
3431.1,8.625,-0.0028,86.4334,181.1311,57.2889,0.3239,10.1683,0.4695,0.8145,2.7978,27.176,0.657,0.7543,0.02,0.001,0,1,0.7316
3431.2,8.625,0.0137,85.9183,180.9487,59.0455,0.3277,10.23,0.5012,0.8048,2.8352,27.2469,0.6858,0.8718,0.02,0.001,0,1,0.7583
3431.3,8.625,0.0321,85.3834,180.7211,58.255,0.3357,10.2278,0.6048,0.7984,2.8557,27.3177,0.7913,0.9451,0.02,0.001,0,1,0.7462
3431.4,8.625,0.0465,84.8484,180.493,59.4569,0.3456,10.1993,0.7115,0.7782,2.8632,27.3884,0.873,1.0384,0.02,0.001,0,1,0.7646
3431.5,8.625,0.0528,84.2768,180.0107,58.0765,0.3547,10.1385,0.6853,0.7386,2.8663,27.3959,0.8648,1.4461,0.02,0.001,0,1,0.7436
3431.6,8.625,0.0524,83.6823,179.3699,58.15,0.3627,10.0772,0.6455,0.7086,2.873,27.4035,0.8311,1.9573,0.02,0.001,0,1,0.7446
3431.7,8.625,0.047,83.0878,178.7282,59.7111,0.3694,10.0667,0.5252,0.6848,2.8819,27.4109,0.8402,1.9845,0.02,0.001,0,1,0.7683
3431.8,8.625,0.0401,82.4643,177.7688,60.8114,0.3732,10.0988,0.4478,0.651,2.8906,27.3885,0.849,1.2072,0.02,0.001,0,1,0.785
3431.9,8.625,0.0341,81.8187,176.5675,60.8837,0.3747,10.151,0.4704,1.0012,2.8992,27.3662,0.7527,0.8384,0.02,0.001,0,1,0.7861
3432,8.625,0.029,81.1732,175.3654,60.1783,0.3773,10.1933,0.5444,128.8331,2.9092,27.3439,0.5708,0.7503,0.02,0.001,0,1,0.7754
3432.1,8.625,0.0223,80.5231,173.9023,60.0818,0.3853,10.2226,3.9292,1223.3916,2.9188,27.3488,0.3129,0.6878,0.02,0.001,0,1,0.7739
3432.2,8.625,0.015,79.8692,172.1979,61.5823,0.396,10.2413,728.9502,2189.603,2.9261,27.3537,0.1519,0.5408,0.02,0.001,0,1,0.7966
3432.3,8.625,0.011,79.2158,170.4934,63.2219,0.4038,10.2844,5464.3691,1934.8481,2.9309,27.3587,0.1366,0.2476,0.02,0.001,0,1,0.8215
3432.4,8.625,0.0123,78.7291,168.7527,64.7163,0.4063,10.3864,0.9219,1.0694,2.9315,27.3661,0.2053,0.2878,0.02,0.001,0,1,0.8442
3432.5,8.6251,0.0161,78.4289,166.9714,64.6131,0.4045,10.5476,1.4623,1.0441,2.9234,27.3735,0.3182,0.6444,0.02,0.001,0,1,0.8426
3432.6,8.6718,0.0183,78.1291,165.1894,65.2895,0.4001,10.6965,1.0428,1.4695,2.9092,27.3808,0.3065,0.666,0.02,0.001,0,1,0.8529
3432.7,8.6251,0.0193,77.9926,163.1078,64.5827,0.3934,10.7583,0.9636,2.6704,2.8967,27.2945,0.2934,0.6925,0.02,0.001,0,1,0.8423
3432.8,8.6483,0.0223,78.078,160.6197,62.1058,0.386,10.7222,0.7904,1.4142,2.8935,27.2081,0.3635,0.6908,0.02,0.001,0,1,0.8047
3432.9,8.625,0.0277,78.1638,158.1315,61.1568,0.3797,10.6008,0.5223,0.6486,2.8974,27.1222,0.6408,0.6992,0.02,0.001,0,1,0.7903
3433,8.625,0.0322,78.474,155.5983,59.8089,0.3731,10.4204,0.5712,0.7127,2.899,27.1912,1.1447,0.937,0.02,0.001,0,1,0.7699
3433.1,8.625,0.0339,79.1559,152.9908,59.272,0.3634,10.2283,0.9943,0.827,2.8926,27.2603,1.1071,0.7171,0.02,0.001,0,1,0.7618
3433.2,8.6251,0.0355,79.8378,150.3835,57.6589,0.3492,10.1041,1.3051,0.8111,2.8816,27.3291,0.9334,0.617,0.02,0.001,0,1,0.7372
3433.3,8.6718,0.0393,80.4594,147.88,58.4074,0.3297,10.0648,1.5325,0.7646,2.8683,27.334,0.9307,0.6542,0.02,0.001,0,1,0.7486
3433.4,8.625,0.0443,80.9579,145.5889,57.8403,0.3164,10.0055,1.0372,0.6989,2.8518,27.3389,0.9381,0.8227,0.02,0.001,0,1,0.74
3433.5,8.625,0.0481,81.4561,143.2983,59.0253,0.3049,9.7777,0.8569,0.6772,2.8261,27.3438,0.945,0.9309,0.02,0.001,0,1,0.758
3433.6,8.625,0.0496,81.8432,141.2342,58.8374,0.2993,9.3687,0.8309,0.6642,2.7914,27.3513,0.9523,1.0237,0.02,0.001,0,1,0.7551
3433.7,8.625,0.0496,81.9454,139.7506,58.6051,0.2999,8.8623,0.833,0.6581,2.7527,27.3587,0.9801,1.1621,0.02,0.001,0,1,0.7514
3433.8,8.625,0.0508,82.0473,138.2674,62.7959,0.3047,8.3988,0.8172,0.6667,2.7194,27.366,0.9665,1.275,0.02,0.001,0,1,0.8149
3433.9,8.625,0.0553,82.0239,136.9988,65.9723,0.3117,8.0368,0.798,0.6587,2.6961,27.3439,0.952,1.3058,0.02,0.001,0,1,0.8632
3434,8.625,0.0612,81.5873,136.4367,66.5435,0.3175,7.7857,0.7718,0.6278,2.6783,27.3217,0.9681,1.4634,0.02,0.001,0,1,0.8717
3434.1,8.625,0.0633,81.1505,135.8748,70.6767,0.3181,7.6386,0.7256,0.6125,2.6566,27.2994,0.9853,1.5443,0.02,0.001,0,1,0.9344
3434.2,8.625,0.0597,80.6994,135.4256,72.7456,0.3134,7.5554,0.7134,0.5927,2.627,27.2384,1.0111,1.7113,0.02,0.001,0,1,0.9659
3434.3,8.625,0.0532,80.1841,135.4722,72.5227,0.3055,7.4475,0.7853,0.5835,2.5898,27.1773,1.045,2.1501,0.0422,0.001,0,1,0.9626
3434.4,8.6249,0.049,79.6689,135.5189,70.1513,0.2982,7.2644,0.8404,0.5757,2.5523,27.1167,1.1032,2.5725,0.0648,0.001,0,1,0.9268
3434.5,8.5781,0.0495,79.1947,135.59,64.3046,0.2933,6.9979,0.8679,0.5721,2.5186,27.1906,1.1324,2.691,0.0851,0.001,0,1,0.8382
3434.6,8.5781,0.0529,78.9789,135.8154,58.7215,0.2836,6.698,0.8854,0.5722,2.4902,27.2646,1.1398,2.5911,0.1022,0.001,0,0.882,0.7535
3434.7,8.5781,0.0571,78.7631,136.0408,54.6092,0.2692,6.3793,0.8959,0.576,2.4662,27.3383,1.1317,2.4817,0.1167,0.001,0,0.7896,0.6912
3434.8,8.5781,0.0614,78.5854,136.2682,51.0885,0.2521,6.0564,0.8916,0.575,2.4444,27.3536,1.1328,2.397,0.1298,0.002,0,0.7222,0.6378
3434.9,8.5781,0.0648,78.7955,136.5154,49.5079,0.2347,5.7536,0.8741,0.5742,2.4227,27.3689,1.1417,2.391,0.1429,0.0042,0,0.6568,0.6137
3435,8.5781,0.0666,79.0056,136.7626,49.6982,0.2199,5.5167,0.8501,0.5764,2.4007,27.3842,1.1162,2.1561,0.1424,1.7057,1,0.6622,0.323
3435.1,8.5781,0.0659,79.2306,137.0038,48.2867,0.2086,5.3588,0.8137,0.5818,2.3785,27.37,1.0782,1.7759,0.1551,2.7154,1,0.6681,0.3119
3435.2,8.5781,0.0629,79.7968,137.1077,45.0773,0.2007,5.2805,0.7802,0.5894,2.3583,27.3558,0.9537,1.1933,0.1666,5.6851,1,0.7383,0.2865
3435.3,8.5781,0.0584,80.3631,137.2115,38.6371,0.1953,5.2491,0.7683,0.6041,2.3403,27.3416,0.8245,0.812,0.177,19.8397,1,0.8148,0.2354
3435.4,8.5781,0.054,80.9342,137.3159,32.3912,0.192,5.2518,0.7527,0.612,2.3258,27.3547,0.7565,0.686,0.1853,64.6622,1,0.8335,0.1857
3435.5,8.5781,0.0511,81.5354,137.2213,29.4624,0.1894,5.2765,0.7014,0.6144,2.3153,27.3678,0.6831,0.5773,0.1913,116.9326,1,0.8684,0.1625
3435.6,8.5781,0.05,82.1418,137.1258,26.9639,0.1871,5.3116,0.6601,0.6135,2.3089,27.381,0.6249,0.5246,0.1949,188.7741,1,0.8864,0.1426
3435.7,8.5781,0.0507,82.7478,137.0299,25.8226,0.1858,5.3522,0.6204,0.6123,2.3061,27.3859,0.591,0.4889,0.1965,234.5273,1,0.9049,0.1335
3435.8,8.5781,0.0523,83.202,136.7707,24.344,0.187,5.3938,0.5611,0.6052,2.3066,27.3909,0.5529,0.4546,0.1962,297.6799,1,0.931,0.1218
3435.9,8.5781,0.054,83.6471,136.5017,23.9571,0.1919,5.431,0.5113,0.5983,2.3085,27.3959,0.5188,0.4314,0.1951,311.1152,1,0.9546,0.1187
3436,8.5781,0.0552,84.0916,136.2315,24.6456,0.1991,5.4633,0.4911,0.5956,2.3096,27.4033,0.5011,0.4171,0.1945,274.4639,1,0.9713,0.1242
3436.1,8.5781,0.0556,84.3467,135.4591,24.2384,0.2065,5.501,0.4733,0.5921,2.3095,27.4108,0.4784,0.4042,0.1946,293.9004,1,0.983,0.1209
3436.2,8.5781,0.0544,84.5797,134.6281,24.6504,0.2128,5.5446,0.4479,0.5854,2.309,27.4179,0.454,0.3883,0.1949,276.1122,1,0.9988,0.1242
3436.3,8.5781,0.0515,84.8124,133.7981,25.2113,0.2168,5.5756,0.4351,0.5802,2.3095,27.3294,0.4306,0.3768,0.1946,250.2733,1,1,0.1287
3436.4,8.5781,0.0471,84.9401,133.4153,24.23,0.2176,5.5696,0.4276,0.5754,2.311,27.2408,0.418,0.3728,0.1937,290.0487,1,1,0.1208
3436.5,8.5781,0.0425,85.0489,133.113,27.1613,0.215,5.5395,0.4196,0.568,2.3134,27.1528,0.4044,0.3678,0.1923,174.476,1,1,0.1441
3436.6,8.5781,0.0392,85.1575,132.8099,28.248,0.2115,5.5129,0.4084,0.5626,2.3168,27.224,0.3926,0.3603,0.1904,140.8268,1,1,0.1527
3436.7,8.5781,0.0385,85.2034,132.2042,29.8957,0.2098,5.5019,0.4011,0.5614,2.321,27.2951,0.3869,0.3557,0.188,102.7255,1,1,0.1658
3436.8,8.5781,0.041,85.2334,131.5226,30.9831,0.2106,5.4867,0.392,0.5605,2.3254,27.3661,0.3818,0.3512,0.1855,81.9811,1,1,0.1745
3436.9,8.5782,0.0444,85.263,130.8414,31.2243,0.2121,5.4486,0.3881,0.5601,2.3285,27.3736,0.3798,0.3482,0.1837,76.2731,1,1,0.1764
3437,8.6015,0.046,85.1376,130.3096,31.7231,0.21,5.3961,0.3886,0.5615,2.3287,27.381,0.3812,0.3503,0.1836,70.0901,1,1,0.1803
3437.1,8.5781,0.0452,84.9609,129.8271,31.3971,0.2129,5.3464,0.395,0.5643,2.3262,27.3884,0.3815,0.357,0.185,75.8865,1,1,0.1778
3437.2,8.5781,0.043,84.7835,129.3428,30.0879,0.2121,5.2963,0.4111,0.5724,2.3216,27.3934,0.3892,0.3688,0.1877,98.9058,1,1,0.1673
3437.3,8.5781,0.0417,84.3285,127.9727,31.2423,0.21,5.2323,0.4199,0.5804,2.3162,27.3983,0.3975,0.3797,0.1907,86.521,1,1,0.1765
3437.4,8.5781,0.0431,83.7563,126.2297,30.8161,0.2065,5.1595,0.4281,0.5928,2.3119,27.4032,0.4071,0.3875,0.1932,97.0702,1,1,0.1732
3437.5,8.5781,0.0465,83.1836,124.488,29.7559,0.2021,5.109,0.4405,0.6162,2.3093,27.3811,0.4279,0.3976,0.1947,118.8835,1,0.9981,0.1647
3437.6,8.5781,0.0504,82.2961,123.2953,30.7302,0.1969,5.0994,0.4565,0.6475,2.3095,27.3591,0.4665,0.4182,0.1946,101.1297,1,0.9797,0.1724
3437.7,8.5781,0.0526,81.2433,122.391,32.9549,0.1904,5.1021,0.4843,0.6786,2.3116,27.3371,0.5044,0.4374,0.1934,68.5274,1,0.97,0.1901
3437.8,8.5781,0.0521,80.1901,121.4871,32.7322,0.1831,5.0882,0.5582,0.7334,2.315,27.3419,0.5667,0.4639,0.1914,68.5533,1,0.9541,0.1884
3437.9,8.5781,0.0495,78.9264,120.8075,31.5778,0.1769,5.0693,0.6587,0.7824,2.3196,27.3466,0.6264,0.4953,0.1888,79.0093,1,0.9371,0.1792
3438,8.5781,0.0457,77.527,120.2726,31.4772,0.1741,5.0764,0.7573,0.8302,2.3264,27.3513,0.6851,0.519,0.1849,74.7616,1,0.934,0.1784
3438.1,8.5781,0.0426,76.1273,119.7382,30.8838,0.1749,5.1177,0.9283,0.8905,2.3372,27.3587,0.7683,0.5547,0.1787,73.5602,1,0.9322,0.1737
3438.2,8.5781,0.0427,74.6645,119.3857,30.0666,0.1768,5.1755,1.1574,0.968,2.3534,27.3661,0.8746,0.6125,0.1695,71.0441,1,0.931,0.1672
3438.3,8.5781,0.047,73.1521,119.1762,29.7841,0.1761,5.2266,1.3697,1.0302,2.3728,27.3735,0.9915,0.7175,0.1584,60.6037,1,0.9194,0.165
3438.4,8.5781,0.0536,71.6399,118.9652,29.2174,0.1701,5.2692,1.5625,1.1084,2.39,27.3785,1.3537,1.0485,0.1486,55.5383,1,0.8265,0.1604
3438.5,8.5781,0.0571,70.1929,118.1087,29.7808,0.1592,5.3158,1.7797,1.1759,2.399,27.3834,1.9461,1.6894,0.1434,46.0189,1,0.6997,0.1649
3438.6,8.5781,0.0533,68.8082,116.637,29.0691,0.1453,5.3685,2.1103,1.2506,2.399,27.3883,2.5823,2.6793,0.1434,51.736,1,0.5789,0.1593
3438.7,8.5781,0.0446,67.4236,115.1642,28.4691,0.1304,5.4204,2.6814,1.3708,2.3987,27.3661,3.5982,4.2544,0.1436,57.3446,1,0.4781,0.1545
3438.8,8.5782,0.0357,66.0838,113.1534,30.1179,0.1169,5.4702,3.1854,1.4779,2.4065,27.344,4.3893,5.0642,0.1391,40.2478,1,0.4575,0.1676
3438.9,8.625,0.0314,64.7954,110.5215,30.2155,0.1033,5.5334,3.4309,1.5693,2.4242,27.3219,4.5014,4.7222,0.1291,32.9074,1,0.4987,0.1684
3439,8.625,0.0335,63.5074,107.8906,30.2318,0.0963,5.6284,3.6532,1.6783,2.4476,27.3268,4.2741,3.5821,0.1157,25.6651,1,0.6073,0.1685
3439.1,8.625,0.0401,62.3671,105.6648,31.1257,0.092,5.7608,3.9941,1.8031,2.4707,27.3316,3.8389,2.6184,0.1025,17.3652,1,0.7592,0.1756
3439.2,8.625,0.0486,61.4339,104.0072,30.9719,0.0895,5.9147,4.4847,1.9111,2.4895,27.3365,3.682,2.3039,0.0917,14.5949,0,0.8713,0.1744
3439.3,8.625,0.0549,60.5012,102.3506,30.5187,0.088,6.0582,4.7416,2.0252,2.5024,27.3439,3.8752,2.3673,0.0843,13.7425,0,0.9182,0.1707
3439.4,8.625,0.0562,59.7503,101.1011,32.2953,0.0873,6.1598,4.7091,2.1449,2.508,27.3513,4.7669,2.8121,0.0811,9.66,0,0.886,0.1849
3439.5,8.6251,0.0528,59.3108,100.5498,31.2674,0.0868,6.2138,4.9502,2.1923,2.509,27.3587,6.2374,4.1873,0.0806,11.3203,0,0.7553,0.1767
3439.6,8.6485,0.0467,58.872,99.9991,30.3896,0.0838,6.2251,5.4315,2.1738,2.5097,27.3691,8.189,6.4631,0.0802,12.9878,0,0.6339,0.1698
3439.7,8.6719,0.0419,58.7097,99.722,30.3559,0.0838,6.2197,6.2245,2.126,2.5165,27.3796,10.9158,12.012,0.0763,12.1557,0,0.511,0.1695
3439.8,8.6719,0.0413,59.1334,100.0248,29.9275,0.0837,6.2187,6.6656,2.0733,2.5329,27.3899,12.0224,16.439,0.067,10.9825,0,0.4961,0.1661
3439.9,8.6719,0.0452,59.5577,100.3283,28.7507,0.0841,6.2342,6.4981,2.0202,2.5565,27.309,11.1127,17.6108,0.0535,10.4098,0,0.5711,0.1567
3440,8.6719,0.0523,60.1992,100.8816,30.2974,0.0855,6.2714,5.9501,1.9524,2.5817,27.2281,10.0627,19.7396,0.0391,6.1794,0,0.696,0.1691
3440.1,8.6719,0.0603,61.4205,102.1013,27.8942,0.0883,6.3218,5.4262,1.873,2.6024,27.1476,8.8123,17.4962,0.0272,7.3786,0,0.9554,0.15
3440.2,8.6719,0.0678,62.642,103.3217,27.6866,0.093,6.3704,5.32,1.8552,2.6151,27.2273,7.245,11.245,0.02,6.6881,0,1,0.1483
3440.3,8.6719,0.0737,64.0159,104.8066,27.9503,0.0992,6.3865,5.1137,1.8434,2.6187,27.3069,5.8922,8.3311,0.02,6.4067,0,1,0.1504
3440.4,8.6719,0.0777,65.9148,107.2032,29.0596,0.1063,6.3482,4.5017,1.7851,2.613,27.3859,5.3837,8.064,0.0211,5.4507,0,1,0.1592
3440.5,8.6719,0.0803,67.8137,109.5999,29.7049,0.1148,6.2623,3.8774,1.6576,2.5989,27.2466,5.4366,10.4384,0.0291,5.6757,0,1,0.1643
3440.6,8.6718,0.0809,69.728,112.095,28.7291,0.1245,6.1328,3.7902,1.5875,2.5756,27.1073,5.7448,14.8074,0.0425,8.5152,0,0.7311,0.1566
3440.7,8.6483,0.0801,71.7135,115.0468,27.5543,0.1384,5.9829,4.0368,1.5759,2.5467,26.9666,5.924,16.5704,0.059,14.0092,0,0.5413,0.1473
3440.8,8.6249,0.0782,73.6987,117.9985,27.3182,0.1507,5.8057,4.3616,1.5676,2.5139,26.3434,6.0003,15.6921,0.0777,20.5586,0,0.448,0.1454
3440.9,8.5781,0.0762,75.5743,120.8982,25.9961,0.1659,5.6059,4.6527,1.5667,2.4796,25.7203,6.1404,15.3989,0.0973,36.6883,0,0.3789,0.1349
3441,8.5782,0.0729,76.7105,123.4482,26.1179,0.1759,5.3998,4.7908,1.5614,2.4439,25.0972,6.3172,16.1335,0.1177,52.3781,1,0.3214,0.1358
3441.1,8.6015,0.0669,77.8467,125.9978,26.8018,0.1787,5.2241,4.632,1.5445,2.4088,24.5169,6.0654,14.1694,0.1378,67.7184,1,0.3009,0.1413
3441.2,8.5781,0.059,78.9504,128.3383,27.2609,0.1833,5.1166,4.0776,1.5044,2.3802,23.9367,5.3393,12.23,0.1541,84.8984,1,0.2937,0.1449
3441.3,8.5781,0.0522,79.6883,128.32,28.8634,0.1831,5.0719,3.7583,1.4048,2.3625,23.3577,5.3444,19.5132,0.1643,78.6412,1,0.2317,0.1576
3441.4,8.5781,0.0486,80.4263,128.3018,29.7221,0.1835,5.0676,4.0176,1.3709,2.3565,23.1996,5.689,27.73,0.1677,72.7182,1,0.1978,0.1645
3441.5,8.5781,0.0473,81.1397,128.3277,30.0991,0.1854,5.0764,4.3366,1.3772,2.3572,23.0415,5.9551,29.4893,0.1673,67.9048,1,0.1934,0.1674
3441.6,8.5782,0.0467,81.1525,129.6205,32.32,0.1878,5.0893,4.7485,1.3956,2.3596,22.8851,6.2013,26.021,0.1659,45.8775,1,0.2056,0.1851
3441.7,8.6017,0.0461,81.1652,130.9135,31.2085,0.1888,5.1202,4.8396,1.4072,2.3619,23.2899,6.1202,19.7145,0.1646,53.7756,1,0.2312,0.1763
3441.8,8.6249,0.0465,81.1769,132.2031,30.6125,0.1851,5.191,4.3633,1.4168,2.3657,23.6947,5.6279,13.8003,0.1625,57.0249,1,0.2699,0.1715
3441.9,8.5781,0.0489,80.7427,132.1465,31.3554,0.1877,5.2929,3.7132,1.4045,2.3731,24.0992,4.8542,9.4699,0.1582,46.6682,1,0.3216,0.1774
3442,8.5781,0.0531,80.3009,132.0672,31.408,0.1896,5.3971,2.9992,1.3796,2.3827,24.4474,3.8711,6.2852,0.1527,41.8601,1,0.3907,0.1778
3442.1,8.5781,0.0571,79.8597,131.9881,33.4681,0.194,5.4624,2.4255,1.3446,2.3899,24.7956,3.0336,4.1917,0.1486,27.6317,1,0.4726,0.1942
3442.2,8.5781,0.0597,79.6593,131.996,33.9409,0.1981,5.4605,2.1498,1.3216,2.3908,25.1444,2.5025,3.2105,0.1481,25.3288,1,0.5288,0.1979
3442.3,8.5781,0.0606,79.4755,132.01,34.8803,0.1995,5.3967,1.8338,1.2812,2.3841,25.688,2.0123,2.1364,0.1519,23.2832,1,0.6134,0.2054
3442.4,8.5781,0.0602,79.2927,132.021,35.3113,0.1985,5.3075,1.6485,1.253,2.3729,26.2317,1.6648,1.4674,0.1583,24.3962,1,0.6931,0.2088
3442.5,8.5781,0.0588,79.5007,130.7696,35.1101,0.1967,5.2367,1.5006,1.2156,2.3611,26.7743,1.3919,1.0619,0.1651,28.567,1,0.7657,0.2072
3442.6,8.5781,0.0569,79.7583,129.3581,36.0089,0.195,5.1997,1.3449,1.1717,2.3506,26.954,1.3143,0.9637,0.1711,27.5237,1,0.7764,0.2143
3442.7,8.5781,0.0553,80.0164,127.9483,37.1036,0.1934,5.1785,1.2574,1.1112,2.3417,27.1338,1.321,1.0881,0.1762,25.2311,1,0.7236,0.223
3442.8,8.5781,0.0543,80.4647,127.3071,36.9128,0.1917,5.1458,1.1953,1.0485,2.3345,27.3131,1.3413,1.2778,0.1803,28.0709,1,0.6654,0.2216
3442.9,8.5781,0.0534,80.9496,126.813,35.6688,0.1912,5.09,1.1736,0.9891,2.3299,27.3263,1.3301,1.4219,0.1829,36.182,1,0.6285,0.2116
3443,8.5781,0.0521,81.4339,126.3207,36.111,0.1925,5.0427,1.1194,0.9541,2.3286,27.3396,1.2615,1.3867,0.1837,34.0823,1,0.6333,0.2152
3443.1,8.5625,0.0502,81.6979,126.5727,35.0268,0.1971,5.0506,1.0455,0.9157,2.3298,27.3528,1.1323,1.2068,0.183,40.2155,1,0.6709,0.2066
3443.2,8.5471,0.0489,81.9038,127.0208,33.5032,0.201,5.1149,0.9669,0.8812,2.3323,27.3682,0.9933,0.9642,0.1815,50.3724,1,0.7378,0.1945
3443.3,8.6017,0.0499,82.1089,127.4706,33.8899,0.2007,5.197,0.9066,0.8532,2.3358,27.3835,0.8961,0.7792,0.1795,45.5677,1,0.8124,0.1975
3443.4,8.6249,0.0533,81.9914,128.6451,34.676,0.2054,5.2541,0.8313,0.8162,2.3396,27.3988,0.8304,0.7017,0.1774,38.4724,1,0.8572,0.2038
3443.5,8.5781,0.0573,81.7626,130.0697,35.5516,0.212,5.2705,0.7312,0.7677,2.3419,27.4108,0.7822,0.6986,0.1761,32.5306,1,0.8649,0.2107
3443.6,8.5781,0.0599,81.5339,131.4944,37.3643,0.2141,5.266,0.6539,0.7012,2.341,27.4227,0.6972,0.6606,0.1766,24.352,1,0.8857,0.2251
3443.7,8.5781,0.0598,81.3716,133.0185,37.2863,0.2156,5.2637,0.6317,0.6744,2.3366,27.4346,0.6388,0.6225,0.1791,25.8277,1,0.8974,0.2245
3443.8,8.5781,0.057,81.2383,134.5861,36.5621,0.2163,5.2971,0.6076,0.6571,2.3304,27.4117,0.61,0.6039,0.1826,31.0471,1,0.8938,0.2188
3443.9,8.5781,0.0525,81.1051,136.1527,35.1927,0.216,5.3672,0.5879,0.6355,2.3246,27.3889,0.584,0.5879,0.1859,41.3571,1,0.8891,0.2079
3444,8.5781,0.0483,81.0087,137.3057,34.7782,0.2149,5.4337,0.5507,0.6092,2.3214,27.3661,0.5769,0.5896,0.1878,45.8074,1,0.8808,0.2046
3444.1,8.5781,0.0468,80.9322,138.2337,35.1045,0.2142,5.4429,0.4923,0.5861,2.3212,27.3711,0.5762,0.6085,0.1879,43.5226,1,0.8696,0.2072
3444.2,8.5782,0.0491,80.8564,139.1605,36.2419,0.2146,5.3825,0.4704,0.5676,2.3223,27.376,0.5704,0.6378,0.1873,35.6199,1,0.857,0.2163
3444.3,8.6249,0.0538,81.0124,139.6006,33.7751,0.2116,5.2998,0.4774,0.5505,2.3215,27.381,0.5533,0.6646,0.1877,53.9422,1,0.8375,0.1966
3444.4,8.5781,0.0575,81.3232,139.7159,33.1188,0.2133,5.2428,0.4817,0.5326,2.3162,27.3884,0.5304,0.6562,0.1907,63.5571,1,0.8305,0.1914
3444.5,8.5781,0.0581,81.6341,139.8306,33.0691,0.2119,5.2042,0.4504,0.5115,2.3069,27.3959,0.5085,0.6216,0.1961,70.6166,1,0.8313,0.1911
3444.6,8.5781,0.0564,81.971,139.6917,31.4745,0.2121,5.143,0.409,0.4925,2.2966,27.4033,0.4902,0.5797,0.2019,102.3258,1,0.8337,0.1784
3444.7,8.5781,0.0549,82.3291,139.347,30.3489,0.2147,5.025,0.3921,0.4849,2.2877,27.4083,0.4565,0.4844,0.207,135.2919,1,0.8786,0.1694
3444.8,8.5779,0.0551,82.6874,139.0024,30.1747,0.2239,4.8829,0.4886,0.5052,2.2804,27.4133,0.4267,0.3991,0.2112,150.2202,1,0.9364,0.1681
3444.9,8.5,0.0553,83.1027,138.7173,28.2928,0.2288,4.7776,0.6713,0.5327,2.2737,27.418,0.4171,0.412,0.215,219.7751,1,0.9091,0.1531
