Depth,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCELM,RT,PHIF,KLOGH,SAND_FLAG,SW,VSH
3533.4,8.672,0.0599,81.0289,136.2225,57.2786,0.1788,5.6585,1.181,1.2073,2.402,20.5008,1.2157,1.2663,0.1417,4.6231,1,0.8116,0.435
3533.5,8.7031,0.0629,81.3668,136.6533,56.5215,0.1821,5.7545,1.2112,1.2013,2.4066,20.913,1.2313,1.2665,0.1391,3.9288,1,0.8247,0.4282
3533.6,8.7031,0.0635,81.4544,136.5184,52.0557,0.1835,5.8086,1.2388,1.2068,2.4091,21.3253,1.2257,1.2173,0.1377,4.2577,1,0.8439,0.3879
3533.7,8.7031,0.0602,81.5409,136.3823,50.581,0.1803,5.8375,1.2794,1.2128,2.411,21.7376,1.2264,1.1869,0.1366,4.1778,1,0.858,0.3747
3533.8,8.703,0.0545,81.1793,135.7363,47.981,0.1718,5.8678,1.3167,1.2119,2.4165,22.1734,1.2538,1.2219,0.1334,3.6902,1,0.8643,0.3513
3533.9,8.6719,0.051,80.3638,134.5742,42.1461,0.1609,5.9129,1.3051,1.2044,2.4303,22.6092,1.3093,1.3581,0.1256,2.6414,1,0.8701,0.2987
3534,8.6719,0.0531,79.4314,133.279,39.4073,0.1476,5.9593,1.3122,1.2127,2.4521,23.0449,1.3934,1.558,0.1131,1.1818,1,0.9,0.274
3534.1,8.6719,0.0592,78.539,131.9337,36.653,0.1371,6.0044,1.4165,1.2325,2.4762,23.4571,1.4467,1.631,0.0994,0.4803,0,0.9879,0.2492
3534.2,8.6719,0.064,77.7392,130.4722,33.8489,0.1299,6.0543,1.4153,1.2315,2.4945,23.8693,1.4899,1.7678,0.0889,0.2488,0,1,0.2238
3534.3,8.6719,0.0642,77.0711,128.8456,35.7475,0.124,6.0945,1.4405,1.2307,2.5046,24.2805,1.55,1.9422,0.0831,0.1503,0,1,0.2408
3534.4,8.6719,0.0607,76.4031,127.2209,40.2722,0.1194,6.095,1.4557,1.2341,2.5085,24.3568,1.6045,2.131,0.0809,0.1057,0,1,0.2816
3534.5,8.6718,0.0569,75.8012,126.4117,43.7479,0.1183,6.0406,1.4419,1.236,2.5112,24.4331,1.6321,2.2263,0.0793,0.0816,0,1,0.3131
3534.6,8.6483,0.0552,75.3115,126.9867,41.2392,0.1265,5.9681,1.3654,1.2394,2.5152,24.509,1.5594,2.0693,0.077,0.0765,0,1,0.2906
3534.7,8.625,0.0559,74.8929,128.4406,36.911,0.1384,5.9296,1.3346,1.2509,2.5192,24.4528,1.4424,1.7444,0.0747,0.0774,0,1,0.2515
3534.8,8.625,0.0598,74.485,129.8465,33.8024,0.1532,5.9201,1.3594,1.2712,2.5218,24.3967,1.2897,1.3497,0.0733,0.0789,0,1,0.2235
3534.9,8.625,0.0664,74.1347,130.9908,31.678,0.1657,5.8955,1.3711,1.287,2.5201,24.3409,1.1146,0.984,0.0742,0.0926,0,1,0.2044
3535,8.625,0.0726,73.9378,131.4393,29.6463,0.172,5.8217,1.3294,1.2914,2.51,24.3932,1.0009,0.7692,0.0799,0.1535,0,1,0.186
3535.1,8.6249,0.074,73.749,131.8505,28.4694,0.1719,5.7086,1.2357,1.2874,2.4889,24.4456,0.9964,0.7606,0.092,0.3918,0,1,0.1755
3535.2,8.5782,0.0687,73.5598,132.2215,25.5891,0.1671,5.6036,1.1592,1.2668,2.4608,24.4977,1.0611,0.9257,0.1081,1.4417,1,1,0.1495
3535.3,8.6017,0.0586,73.3687,132.4831,24.4453,0.1628,5.5618,1.1742,1.2647,2.4358,24.509,1.0943,0.9932,0.1224,4.3503,1,1,0.1391
3535.4,8.625,0.0492,73.1756,132.5948,24.651,0.1517,5.612,1.1874,1.2629,2.4243,24.5202,1.1236,1.0529,0.129,7.0008,1,0.9344,0.141
3535.5,8.625,0.0438,72.9826,132.7061,25.7793,0.1435,5.7433,1.2007,1.261,2.4298,24.5315,1.1529,1.1126,0.1258,5.2988,1,0.9339,0.1512
3535.6,8.625,0.0416,72.7627,132.7028,25.6944,0.1354,5.922,1.2187,1.2623,2.4468,24.5352,1.1819,1.1638,0.1162,2.6105,1,0.9829,0.1504
3535.7,8.625,0.0401,72.4571,132.3343,26.5292,0.1277,6.1026,1.2443,1.2686,2.4678,24.5388,1.2104,1.2012,0.1042,1.0417,1,1,0.1579
3535.8,8.625,0.0392,72.119,131.8262,28.3292,0.1203,6.2551,1.27,1.2748,2.4896,24.5425,1.2388,1.2386,0.0917,0.386,0,1,0.1742
3535.9,8.625,0.041,71.7919,131.1787,27.616,0.1139,6.361,1.2957,1.2811,2.5115,24.5468,1.2673,1.276,0.0792,0.1581,0,1,0.1677
3536,8.625,0.0465,71.5102,129.9578,27.3942,0.1099,6.4101,1.3214,1.2874,2.5316,24.5512,1.2958,1.3134,0.0677,0.0682,0,1,0.1657
3536.1,8.6251,0.0543,71.4121,126.694,27.9017,0.1091,6.3947,1.3452,1.2951,2.5459,24.5543,1.3256,1.3587,0.0595,0.0366,0,1,0.1703
3536.2,8.6718,0.0626,71.3202,123.6386,27.9063,0.109,6.3172,1.3684,1.3032,2.5504,24.136,1.3559,1.406,0.0569,0.0302,0,1,0.1704
3536.3,8.625,0.0685,71.2387,120.6868,26.1077,0.1174,6.1828,1.3917,1.3113,2.5425,23.7178,1.3861,1.4533,0.0614,0.0453,0,1,0.1541
3536.4,8.6249,0.069,71.1859,118.0249,25.8279,0.124,6.0272,1.4149,1.3194,2.5245,23.3007,1.4163,1.5007,0.0717,0.0977,0,1,0.1516
3536.5,8.6017,0.0642,71.3144,117.1881,26.1297,0.133,5.8988,1.4391,1.3275,2.5042,23.2937,1.448,1.5541,0.0833,0.2278,0,1,0.1543
3536.6,8.625,0.0559,71.4429,116.3515,27.5388,0.1343,5.8494,1.4664,1.3355,2.491,23.2867,1.4852,1.6291,0.0909,0.3747,0,1,0.1669
3536.7,8.625,0.0485,71.572,115.5335,33.5108,0.136,5.9006,1.5095,1.3482,2.4925,23.2797,1.5436,1.7476,0.09,0.2751,0,1,0.2203
3536.8,8.625,0.0455,71.7022,114.7532,55.1244,0.134,6.009,1.586,1.3822,2.5093,23.2727,1.6994,2.1019,0.0805,0.0556,0,1,0.415
3536.9,8.625,0.0475,71.858,114.8739,76.7121,0.1283,6.0871,1.6337,1.4209,2.5329,23.2658,1.8467,2.4322,0.067,0.0084,0,1,0.6097
3537,8.625,0.0533,72.0145,115.0176,89.3957,0.1205,6.0512,1.673,1.4535,2.5534,23.2576,1.9051,2.5536,0.0552,0.0021,0,1,0.7243
3537.1,8.625,0.0596,72.1707,115.1611,90.5968,0.113,5.8806,1.7762,1.5222,2.5644,22.8503,1.9449,2.3845,0.0489,0.0012,0,1,0.735
3537.2,8.6249,0.0635,72.3256,115.3045,92.7856,0.1124,5.6372,1.9761,1.6625,2.5653,22.4431,1.8758,1.7966,0.0484,0.0011,0,1,0.7548
3537.3,8.5781,0.0631,72.2825,115.7116,93.4093,0.1155,5.4373,2.0347,1.7895,2.56,22.036,1.8332,1.5159,0.0514,0.0013,0,1,0.7605
3537.4,8.5781,0.0589,72.2101,116.1565,91.3111,0.1251,5.3872,2.1087,1.8631,2.5543,21.6652,2.0201,1.8218,0.0547,0.0018,0,1,0.7417
3537.5,8.5782,0.0541,72.138,116.5999,83.5978,0.1384,5.4943,2.0938,1.8926,2.554,21.2945,2.2685,2.3475,0.0549,0.0026,0,1,0.6724
3537.6,8.625,0.0538,72.0655,117.0428,68.8564,0.1465,5.683,2.0862,1.9219,2.5632,20.9255,2.6448,3.3001,0.0496,0.0032,0,1,0.5396
3537.7,8.625,0.0534,71.812,117.2475,54.8867,0.1545,5.8716,2.2635,1.9846,2.5724,21.1367,2.8705,3.9706,0.0443,0.0039,0,1,0.4136
3537.8,8.6251,0.0574,71.4985,117.3736,47.5771,0.1566,6.0201,2.4167,2.0429,2.5843,21.3479,2.9113,3.9552,0.0375,0.0032,0,1,0.3477
3537.9,8.6719,0.061,71.1791,117.4916,41.9045,0.1527,6.1289,2.5248,2.1132,2.5924,21.5592,2.8733,3.5473,0.0329,0.0029,0,1,0.2965
3538,8.6718,0.0621,70.86,117.6095,40.492,0.1512,6.1956,2.6153,2.1817,2.5955,21.8147,2.7387,3.0425,0.0311,0.0027,0,1,0.2837
3538.1,8.625,0.0604,70.654,117.6465,41.0932,0.1532,6.228,2.5801,2.2019,2.5954,22.0702,2.7563,3.1411,0.0312,0.0026,0,1,0.2891
3538.2,8.6251,0.0578,70.5111,117.6381,41.5116,0.1526,6.2479,2.5327,2.2125,2.5959,22.3257,2.8885,3.4901,0.0309,0.0025,0,1,0.2929
3538.3,8.6719,0.0561,70.38,117.6212,42.745,0.1476,6.2695,2.6302,2.241,2.5991,22.5634,2.936,3.5912,0.0291,0.0021,0,1,0.304
3538.4,8.6719,0.0557,70.2494,117.6046,41.7357,0.1416,6.2968,2.6576,2.2495,2.6044,22.801,2.9044,3.4773,0.0261,0.0018,0,1,0.295
3538.5,8.6719,0.0567,70.2977,117.7135,39.4593,0.1302,6.3254,2.642,2.2519,2.61,23.0375,2.8746,3.4124,0.0229,0.0015,0,1,0.2744
3538.6,8.6719,0.0581,70.4995,117.93,37.9546,0.1154,6.3426,2.6277,2.2506,2.6148,22.8507,2.8572,3.3873,0.0201,0.0013,0,1,0.2608
3538.7,8.6719,0.0589,70.7428,118.1756,39.0339,0.1016,6.3303,2.6007,2.2489,2.6184,22.664,2.8226,3.3269,0.02,0.0013,0,1,0.2706
3538.8,8.6719,0.0594,70.9866,118.4211,38.7324,0.0928,6.285,2.5526,2.2316,2.6215,22.4761,2.7684,3.2347,0.02,0.0013,0,1,0.2679
3538.9,8.6719,0.0604,71.3927,118.6547,38.4908,0.0894,6.2066,2.499,2.2137,2.6244,21.9306,2.7297,3.1851,0.02,0.0013,0,1,0.2657
3539,8.6719,0.0628,72.0049,118.8731,39.4754,0.0896,6.1103,2.4351,2.1997,2.6275,21.385,2.694,3.1538,0.02,0.0012,0,1,0.2745
3539.1,8.6719,0.066,72.6923,119.0859,42.9763,0.0914,6.0345,2.4399,2.19,2.6298,20.8402,2.6687,3.0802,0.02,0.0011,0,1,0.3061
3539.2,8.6719,0.0692,73.3799,119.2987,42.267,0.0942,6.0196,2.3826,2.1745,2.6297,20.5616,2.6582,3.0974,0.02,0.0011,0,1,0.2997
3539.3,8.6719,0.0733,74.1465,119.4898,41.2758,0.0993,6.0897,2.3366,2.1624,2.6272,20.283,2.6371,3.1067,0.02,0.0011,0,1,0.2908
3539.4,8.6719,0.0797,75.0639,119.6391,42.0699,0.1071,6.1993,2.3003,2.1514,2.6216,20.0066,2.6278,3.1208,0.02,0.0011,0,1,0.298
3539.5,8.6718,0.0871,76.0491,119.7699,40.6954,0.1163,6.2903,2.2421,2.1208,2.6118,20.4788,2.6037,3.1045,0.0218,0.0013,0,1,0.2856
3539.6,8.625,0.0906,77.036,119.8999,39.4553,0.1282,6.3387,2.2563,2.1062,2.5947,20.951,2.5366,2.9369,0.0315,0.0029,0,1,0.2744
3539.7,8.6251,0.0879,77.9723,119.958,38.0939,0.1366,6.3595,2.2989,2.1147,2.5686,21.4231,2.4295,2.7518,0.0465,0.0092,0,1,0.2622
3539.8,8.6719,0.0823,78.7479,119.7863,35.7144,0.1422,6.3291,2.4305,2.139,2.536,21.8719,2.2473,2.3225,0.0651,0.0399,0,1,0.2407
3539.9,8.6718,0.0776,79.4519,119.5124,33.4796,0.1547,6.1963,2.4915,2.1518,2.4996,22.3206,2.0862,1.9312,0.0859,0.2029,0,1,0.2205
3540,8.625,0.0742,80.1451,119.2232,33.7595,0.1637,5.9805,2.3627,2.1193,2.4635,22.7695,2.0557,1.853,0.1065,0.9167,1,0.8807,0.2231
3540.1,8.625,0.0689,80.7754,118.9115,31.8001,0.1697,5.7855,2.1585,2.068,2.4325,23.2424,2.0365,1.8539,0.1243,3.6837,1,0.7686,0.2054
3540.2,8.625,0.0613,81.0164,118.418,30.8803,0.1702,5.705,1.9959,2.0229,2.4152,23.7153,1.9286,1.7134,0.1342,7.9297,1,0.7421,0.1971
3540.3,8.6251,0.0546,81.043,117.6948,31.0612,0.1657,5.745,1.9047,1.9986,2.4187,24.1872,1.8134,1.5546,0.1322,6.8204,1,0.7823,0.1988
3540.4,8.6719,0.0513,81.0329,116.9584,30.9825,0.1556,5.8341,1.8319,1.9614,2.4405,24.3223,1.789,1.6224,0.1198,2.7328,1,0.8381,0.198
3540.5,8.6719,0.051,80.5366,115.9929,31.105,0.1475,5.9238,1.7889,1.8945,2.4712,24.4573,1.869,1.9247,0.1022,0.7464,1,0.8974,0.1992
3540.6,8.6719,0.0508,79.6848,114.86,30.5949,0.1386,6.0017,1.7702,1.8483,2.4998,24.5912,1.9094,2.0781,0.0859,0.2286,0,1,0.1946
3540.7,8.6719,0.0503,78.7949,113.7097,28.6526,0.1288,6.0677,1.8083,1.8396,2.5227,24.3588,1.8162,1.8703,0.0727,0.0941,0,1,0.1771
3540.8,8.6719,0.051,77.6092,112.6928,27.8007,0.1187,6.0996,1.8038,1.7806,2.54,24.1264,1.8576,1.9321,0.0629,0.0471,0,1,0.1694
3540.9,8.6719,0.0534,76.1679,111.791,27.2946,0.1096,6.0886,1.7479,1.7438,2.5525,23.8932,1.9976,2.3169,0.0557,0.0284,0,1,0.1648
3541,8.6719,0.0557,74.6994,110.9025,28.0003,0.1026,6.0391,1.8459,1.7719,2.5589,23.3626,2.0289,2.2937,0.0521,0.0211,0,1,0.1712
3541.1,8.6718,0.0554,73.4572,110.296,28.8773,0.0985,5.9786,1.9991,1.798,2.5591,22.8321,2.0296,2.1828,0.0519,0.0201,0,1,0.179
3541.2,8.625,0.0522,72.4465,109.978,30.4685,0.0998,5.9662,2.1154,1.8087,2.5568,22.302,2.0697,2.2544,0.0533,0.0208,0,1,0.1934
3541.3,8.6251,0.0496,71.4625,109.6932,30.8565,0.0969,6.0524,2.2192,1.8005,2.5584,21.9304,2.2339,2.6649,0.0523,0.0191,0,1,0.1969
3541.4,8.6719,0.0506,70.8762,109.8424,31.0537,0.0976,6.2238,2.2254,1.769,2.5665,21.5589,2.3988,3.2072,0.0477,0.0135,0,1,0.1987
3541.5,8.672,0.0559,70.7711,110.5171,31.4756,0.0977,6.4042,2.1978,1.7416,2.5799,21.1888,2.5084,3.5277,0.0401,0.0075,0,1,0.2025
3541.6,8.7031,0.0634,70.7214,111.253,31.9805,0.0948,6.4952,2.078,1.6996,2.5927,21.3211,2.5985,4.0158,0.0327,0.0043,0,1,0.207
3541.7,8.703,0.07,70.8673,112.4059,34.3346,0.0948,6.4748,2.0037,1.679,2.5989,21.4535,2.5153,3.9247,0.0292,0.003,0,1,0.2282
3541.8,8.6719,0.0738,71.2949,114.16,34.0925,0.0928,6.3678,2.0094,1.6915,2.5957,21.5864,2.2802,3.0557,0.031,0.0035,0,1,0.2261
3541.9,8.6718,0.0746,71.755,115.984,32.9451,0.0914,6.2078,2.0096,1.6827,2.583,21.9472,2.1603,2.547,0.0382,0.0062,0,1,0.2158
3542,8.625,0.0732,72.1472,117.7144,31.112,0.0943,6.0193,1.9342,1.6371,2.5633,22.3079,2.1477,2.6003,0.0495,0.0153,0,1,0.1992
3542.1,8.625,0.0705,72.4218,119.2834,31.7493,0.0965,5.8417,1.8606,1.5908,2.5407,22.6686,2.1271,2.6353,0.0624,0.0386,0,1,0.2049
3542.2,8.625,0.0666,72.6822,120.8325,32.9145,0.1015,5.7107,1.7652,1.5533,2.519,22.987,2.0638,2.5568,0.0749,0.0922,0,1,0.2154
3542.3,8.625,0.0625,72.8604,122.107,33.1834,0.1089,5.629,1.6737,1.5155,2.5017,23.3053,1.9757,2.4023,0.0847,0.1888,0,0.9663,0.2179
3542.4,8.6251,0.0593,72.8666,122.8047,31.762,0.1178,5.5677,1.59,1.4749,2.4902,23.6231,1.839,2.169,0.0913,0.325,0,0.9431,0.2051
3542.5,8.6718,0.0574,72.8518,123.4326,30.2205,0.1235,5.5161,1.5286,1.4442,2.4832,23.7298,1.6792,1.8764,0.0953,0.4653,0,0.963,0.1912
3542.6,8.6249,0.0552,72.7965,123.8248,30.3121,0.1366,5.4942,1.4999,1.4304,2.4776,23.8364,1.5674,1.6412,0.0985,0.5868,0,0.9883,0.192
3542.7,8.5781,0.0519,72.6365,123.606,30.8833,0.141,5.521,1.4706,1.4133,2.4731,23.9429,1.457,1.4216,0.1011,0.6925,1,1,0.1971
3542.8,8.5782,0.0486,72.4638,123.313,30.8093,0.1399,5.5968,1.4128,1.38,2.4732,24.0233,1.3588,1.2561,0.101,0.6918,1,1,0.1965
3542.9,8.625,0.0466,72.3283,123.0352,31.8507,0.1407,5.7019,1.3525,1.347,2.4793,24.1036,1.3198,1.2332,0.0975,0.5125,0,1,0.2058
3543,8.625,0.0458,72.3147,122.807,33.3478,0.1419,5.8214,1.2711,1.3128,2.4893,24.1839,1.3231,1.3078,0.0918,0.3161,0,1,0.2193
3543.1,8.625,0.0454,72.3162,122.5848,33.9291,0.1432,5.9407,1.2611,1.2851,2.4993,24.209,1.3022,1.2873,0.0861,0.2025,0,1,0.2246
3543.2,8.6251,0.0458,72.3234,122.3049,34.0411,0.1433,6.0405,1.2708,1.2777,2.5083,24.2341,1.2796,1.2572,0.081,0.138,0,1,0.2256
3543.3,8.6719,0.0485,72.3551,121.7765,32.5052,0.1384,6.0951,1.2972,1.2653,2.5178,24.2592,1.2802,1.2833,0.0755,0.0986,0,1,0.2117
3543.4,8.6719,0.0532,72.3898,121.2176,34.0649,0.1347,6.091,1.3128,1.2572,2.5266,24.2956,1.3096,1.3418,0.0705,0.0638,0,1,0.2258
3543.5,8.6718,0.0581,72.4098,120.8122,35.4621,0.1295,6.0291,1.2756,1.2399,2.5315,24.332,1.3485,1.4467,0.0677,0.049,0,1,0.2383
3543.6,8.625,0.0614,72.3414,121.3309,39.2848,0.1266,5.9218,1.2511,1.2345,2.5297,24.3684,1.3756,1.5378,0.0687,0.0451,0,1,0.2728
3543.7,8.625,0.0632,72.2619,121.965,41.9869,0.1215,5.7849,1.2545,1.2412,2.5218,24.3946,1.4038,1.6018,0.0864,0.074,0,1,0.2617
3543.8,8.625,0.0647,72.1771,122.5556,47.0851,0.1193,5.6418,1.2885,1.2621,2.5101,24.4208,1.4337,1.622,0.0928,0.0723,0,1,0.3022
3543.9,8.625,0.0666,72.0424,122.7375,51.5569,0.1205,5.5216,1.3225,1.2807,2.4959,24.4469,1.4345,1.5796,0.1006,0.0771,1,1,0.3377
3544,8.625,0.0673,71.9015,122.8678,53.4015,0.124,5.4442,1.3494,1.2938,2.479,24.4528,1.4249,1.5177,0.1098,0.1007,1,1,0.3524
3544.1,8.6249,0.0645,71.8171,122.9721,52.0561,0.1289,5.415,1.3744,1.3126,2.4601,24.4587,1.408,1.4259,0.1201,0.1639,1,1,0.3417
3544.2,8.6015,0.0574,71.767,123.0511,50.6019,0.1381,5.4278,1.3952,1.3368,2.4421,24.4635,1.3691,1.3016,0.13,0.2639,1,0.9915,0.3302
3544.3,8.5781,0.048,71.8834,123.3864,49.6547,0.1449,5.4797,1.3972,1.3536,2.4304,24.0948,1.3246,1.1885,0.1364,0.3591,1,0.9886,0.3227
3544.4,8.5782,0.0406,71.9998,123.7218,48.757,0.1473,5.5576,1.3876,1.3655,2.4286,23.726,1.2818,1.1157,0.1374,0.3923,1,1,0.3156
3544.5,8.625,0.0391,72.1163,124.0571,47.0536,0.1482,5.6457,1.3993,1.3901,2.4398,23.3588,1.2456,1.0285,0.1313,0.3377,1,1,0.3021
3544.6,8.625,0.0439,72.2328,124.3923,43.911,0.144,5.7196,1.4234,1.4096,2.4607,23.4987,1.2507,0.9966,0.1199,0.254,1,1,0.2771
3544.7,8.6251,0.0523,72.3493,124.7277,43.4427,0.1377,5.7621,1.4126,1.4116,2.4845,23.6385,1.3222,1.0869,0.1069,0.1548,1,1,0.2734
3544.8,8.6719,0.0599,72.466,125.0634,42.7723,0.13,5.7728,1.411,1.4025,2.5033,23.7783,1.4435,1.3811,0.0966,0.1062,0,1,0.268
3544.9,8.6719,0.0636,72.6445,125.4658,43.2457,0.1283,5.7665,1.5147,1.4224,2.514,23.8879,1.5938,1.6948,0.0907,0.0819,0,1,0.2718
3545,8.6719,0.0625,72.9323,125.9866,44.294,0.1286,5.7624,1.6427,1.4482,2.518,23.9974,1.6918,1.8325,0.0885,0.0708,0,1,0.2801
3545.1,8.6719,0.0577,73.2202,126.5074,45.2308,0.1294,5.7719,1.7214,1.4639,2.5195,24.1068,1.7444,1.9094,0.0877,0.0651,0,1,0.2875
3545.2,8.6719,0.0518,73.5082,127.0285,49.0638,0.1294,5.8072,1.75,1.4677,2.522,24.1472,1.7976,2.0237,0.0863,0.05,0,1,0.3178
3545.3,8.6719,0.0476,73.7963,127.5496,54.563,0.1274,5.8907,1.7538,1.4586,2.5282,24.1875,1.874,2.1724,0.083,0.0323,0,1,0.3616
3545.4,8.6719,0.0467,74.0842,128.0707,54.8899,0.124,6.0177,1.7381,1.4455,2.5377,24.2279,1.93,2.3432,0.0778,0.0257,0,1,0.3642
3545.5,8.6719,0.0495,74.3723,128.592,54.8073,0.1211,6.1455,1.7345,1.4348,2.549,24.3118,1.9496,2.4327,0.0716,0.0202,0,1,0.3636
3545.6,8.6719,0.057,74.7187,129.1781,52.1986,0.1212,6.2192,1.7233,1.4184,2.5602,24.3957,1.9373,2.4444,0.0655,0.0182,0,1,0.3429
3545.7,8.6719,0.0691,75.0907,129.7926,50.7893,0.1254,6.2076,1.672,1.3964,2.5684,24.4738,1.8731,2.2959,0.061,0.0164,0,1,0.3317
3545.8,8.6719,0.0828,75.4646,130.4093,48.6123,0.132,6.1079,1.5738,1.3655,2.5658,22.5767,1.7591,2.0147,0.0624,0.0196,0,1,0.3144
3545.9,8.6719,0.09,75.8408,131.0286,46.6424,0.1399,5.9547,1.4198,1.3116,2.5437,20.6795,1.5487,1.5952,0.0744,0.0354,0,1,0.2988
3546,8.6718,0.086,76.217,131.6479,44.8549,0.1484,5.8018,1.2678,1.2473,2.5047,18.7873,1.2865,1.1406,0.0957,0.0916,0,1,0.2846
3546.1,8.6485,0.0738,76.5937,132.2679,43.5918,0.1605,5.6878,1.1569,1.1986,2.463,18.599,1.1272,0.9221,0.1185,0.2448,1,1,0.2745
3546.2,8.6719,0.0595,77.1867,133.2188,43.8333,0.1667,5.6162,1.0773,1.1613,2.4302,18.4106,1.0504,0.8479,0.1364,0.4951,1,1,0.2765
3546.3,8.6719,0.048,78.0981,134.616,41.8786,0.1743,5.5837,1.0127,1.1054,2.4128,18.2237,1.0007,0.8429,0.146,0.8087,1,1,0.2609
3546.4,8.6719,0.0424,79.0152,136.0148,42.5151,0.1787,5.587,0.942,1.0418,2.412,18.5873,0.9808,0.9007,0.1464,0.7951,1,1,0.2659
3546.5,8.6719,0.0438,79.8786,137.365,45.3879,0.1792,5.6163,0.9032,0.9972,2.4248,18.9508,0.9769,0.9752,0.1395,0.5141,1,1,0.2888
3546.6,8.6718,0.0513,80.5732,138.562,45.0007,0.18,5.6632,0.8836,0.9682,2.4432,19.3167,0.9794,1.0303,0.1294,0.3503,1,1,0.2857
3546.7,8.625,0.0605,81.2407,139.7345,46.6486,0.1773,5.7159,0.8726,0.9305,2.4582,20.4666,0.9478,1.016,0.1212,0.2304,1,1,0.2988
3546.8,8.625,0.0679,81.9284,140.8903,45.8566,0.1753,5.7481,0.8471,0.8975,2.4638,21.6165,0.8997,0.9363,0.1181,0.2128,1,1,0.2926
3546.9,8.6249,0.0719,82.6808,141.9922,44.149,0.1745,5.7277,0.8222,0.8749,2.4586,22.7661,0.8598,0.869,0.121,0.2619,1,1,0.279
3547,8.5782,0.0724,83.4474,143.0819,41.7835,0.1782,5.6493,0.7803,0.8458,2.4432,23.8041,0.8109,0.7894,0.1293,0.4168,1,1,0.2602
3547.1,8.625,0.0701,84.1294,144.0579,39.8707,0.1777,5.5249,0.7148,0.8012,2.4203,24.8421,0.7351,0.6838,0.1419,0.7645,1,1,0.245
3547.2,8.625,0.0648,84.5331,144.6596,40.6187,0.1826,5.3765,0.6642,0.7488,2.3949,25.8796,0.6586,0.6195,0.1557,1.2791,1,1,0.251
3547.3,8.6249,0.0574,84.8571,145.1535,38.8683,0.1897,5.2265,0.6146,0.7051,2.3736,26.7084,0.6087,0.5837,0.1674,2.2491,1,1,0.2371
3547.4,8.578,0.0493,85.1413,145.4157,36.7843,0.2016,5.0899,0.5905,0.6787,2.3596,27.5372,0.5782,0.557,0.1751,3.4259,1,1,0.2205
3547.5,8.5469,0.0432,85.2912,144.894,35.0771,0.2057,4.9863,0.58,0.6556,2.3535,28.3639,0.5566,0.5374,0.1784,4.3002,1,1,0.207
3547.6,8.5469,0.0419,85.3931,144.0925,34.3361,0.2057,4.9478,0.5605,0.6403,2.3554,28.4274,0.553,0.5421,0.1774,4.2964,1,1,0.2011
3547.7,8.5469,0.0459,85.4078,143.2849,34.0852,0.2033,4.9861,0.5484,0.6299,2.3631,28.491,0.5505,0.5426,0.1732,3.6792,1,1,0.1991
3547.8,8.5469,0.0526,85.1185,142.4556,32.3346,0.2011,5.0814,0.5458,0.6194,2.3712,28.5544,0.551,0.5407,0.1687,3.3938,1,1,0.1851
3547.9,8.547,0.0578,84.6975,141.6168,34.4414,0.2005,5.1784,0.5533,0.6148,2.3743,28.5646,0.5544,0.5433,0.167,2.8237,1,1,0.2019
3548,8.5782,0.0588,84.2486,140.6662,33.1584,0.1989,5.2313,0.5675,0.6173,2.3705,28.5748,0.5518,0.5386,0.1691,3.2912,1,1,0.1918
3548.1,8.6015,0.0557,83.6998,139.3137,29.8276,0.1956,5.2559,0.5712,0.6202,2.3629,28.585,0.5503,0.531,0.1733,4.6679,1,1,0.1653
3548.2,8.5781,0.0496,83.0992,137.7536,29.3062,0.1965,5.3182,0.5683,0.6261,2.3554,28.5952,0.5525,0.5217,0.1774,5.6614,1,1,0.1611
3548.3,8.5782,0.0421,82.4744,136.2473,29.916,0.1918,5.4602,0.5816,0.6377,2.3519,28.6055,0.5549,0.5064,0.1793,5.9107,1,1,0.166
3548.4,8.6015,0.0359,81.7591,134.9415,29.8951,0.182,5.6334,0.6045,0.6459,2.3543,28.6156,0.5669,0.5137,0.178,5.6135,1,1,0.1659
3548.5,8.5782,0.0337,80.9888,133.7574,28.7352,0.1771,5.7346,0.6149,0.6476,2.3631,28.5887,0.5858,0.5571,0.1732,4.9359,1,1,0.1566
3548.6,8.625,0.037,80.2062,132.5851,30.2699,0.1647,5.7294,0.622,0.6529,2.3783,28.5618,0.6405,0.6665,0.1649,3.2534,1,1,0.1688
3548.7,8.625,0.0439,79.3761,131.4584,32.3444,0.1548,5.6704,0.6486,0.6657,2.3955,28.535,0.6825,0.7348,0.1555,1.9927,1,1,0.1852
3548.8,8.6249,0.0501,78.5124,130.3641,34.9679,0.148,5.6388,0.6732,0.678,2.4088,28.5429,0.6976,0.7336,0.1482,1.2903,1,1,0.206
3548.9,8.5781,0.0526,77.6838,129.3455,39.7946,0.1411,5.6715,0.6969,0.6965,2.4156,28.5509,0.7123,0.7188,0.1445,0.8532,1,1,0.2443
3549,8.5782,0.0514,76.9981,128.637,44.2333,0.1388,5.7393,0.7072,0.7118,2.4188,28.5588,0.7267,0.7105,0.1427,0.6234,1,1,0.2796
3549.1,8.6017,0.0481,76.4288,128.1812,45.7656,0.1392,5.8136,0.7181,0.7236,2.4229,28.5111,0.7436,0.7165,0.1405,0.5241,1,1,0.2917
3549.2,8.625,0.0446,75.886,127.7832,48.741,0.1482,5.8807,0.742,0.7384,2.4293,28.4633,0.7738,0.7457,0.137,0.3868,1,1,0.3154
